goodrx_default_quantity,goodrx_dosage,goodrx_drug_id,goodrx_form_name,goodrx_slug,mapping_source,description,dosage_form,strength,billing_unit,gcn,gcn_seqno,medid,with_modified_retail_package
1,5ml-of-0.05%25,35495,eye-dropper,elestat,manual,epinastine 0.05 % eye drops,drops,0.05,milliliters,20960,53473,453916,f
1,5ml-of-0.05%25,35495,eye-dropper,elestat,gcn_expansion,Elestat 0.05 % eye drops,drops,0.05,milliliters,20960,53473,453922,f
60,25mg,6322,tablet,lopressor,manual,metoprolol tartrate 25 mg tablet,tablet,25,each,17734,50631,453953,f
60,25mg,6322,tablet,metoprolol,manual,metoprolol tartrate 25 mg tablet,tablet,25,each,17734,50631,453953,f
60,25mg,6322,tablet,lopressor,manual,metoprolol tartrate 25 mg tablet,tablet,25,each,17734,50631,453953,f
60,225mg,32482,capsule,propafenone-er,manual,"propafenone ER 225 mg capsule,extended release 12 hr","capsule,extended release 12 hr",225,each,21056,53538,454178,f
60,325mg,32483,capsule,propafenone-er,manual,"propafenone ER 325 mg capsule,extended release 12 hr","capsule,extended release 12 hr",325,each,21058,53540,454180,f
60,425mg,32484,capsule,propafenone-er,manual,"propafenone ER 425 mg capsule,extended release 12 hr","capsule,extended release 12 hr",425,each,21059,53541,454181,f
1,500g-of-5g-dose,35720,bottle-of-powder,colestipol,manual,colestipol 5 gram oral granules,granules,5,grams,25450,3101,454236,f
300,7.5mg-325mg-15ml,36857,oral-solution,hydrocodone-acetaminophen,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,lortab,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,lorcet,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,norco,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,vicodin,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,zolvit,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,maxidone,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,hycet,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,hydrocodone-acetaminophen,manual,hydrocodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454299,f
300,7.5mg-325mg-15ml,36857,oral-solution,hydrocodone-acetaminophen,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,lortab,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,lorcet,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,norco,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,vicodin,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,zolvit,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,maxidone,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,hycet,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
300,7.5mg-325mg-15ml,36857,oral-solution,hydrocodone-acetaminophen,gcn_expansion,Hycet 7.5 mg-325 mg/15 mL oral solution,solution,7.5-325,milliliters,21146,53582,454300,f
90,7.5mg,30138,tablet,pilocarpine,manual,pilocarpine 7.5 mg tablet,tablet,7.5,each,21353,53658,454413,f
90,7.5mg,30138,tablet,isopto-carpine,manual,pilocarpine 7.5 mg tablet,tablet,7.5,each,21353,53658,454413,f
90,7.5mg,30138,tablet,pilocarpine,manual,Salagen (pilocarpine) 7.5 mg tablet,tablet,7.5,each,21353,53658,454414,f
90,7.5mg,30138,tablet,isopto-carpine,manual,Salagen (pilocarpine) 7.5 mg tablet,tablet,7.5,each,21353,53658,454414,f
30,5mg-10mg,33669,tablet,caduet,manual,amlodipine 5 mg-atorvastatin 10 mg tablet,tablet,5-10,each,21391,53689,454459,f
30,5mg-20mg,33804,tablet,caduet,manual,amlodipine 5 mg-atorvastatin 20 mg tablet,tablet,5-20,each,21392,53690,454460,f
30,5mg-40mg,33805,tablet,caduet,manual,amlodipine 5 mg-atorvastatin 40 mg tablet,tablet,5-40,each,21393,53691,454461,f
30,5mg-80mg,33806,tablet,caduet,manual,amlodipine 5 mg-atorvastatin 80 mg tablet,tablet,5-80,each,21394,53692,454462,f
30,10mg-10mg,33671,tablet,caduet,manual,amlodipine 10 mg-atorvastatin 10 mg tablet,tablet,10-10,each,21395,53693,454463,f
30,10mg-20mg,33807,tablet,caduet,manual,amlodipine 10 mg-atorvastatin 20 mg tablet,tablet,10-20,each,21396,53694,454464,f
30,10mg-40mg,33808,tablet,caduet,manual,amlodipine 10 mg-atorvastatin 40 mg tablet,tablet,10-40,each,21397,53695,454465,f
90,10mg-80mg,33809,tablet,caduet,manual,amlodipine 10 mg-atorvastatin 80 mg tablet,tablet,10-80,each,21398,53696,454466,f
60,0.5mg,41700,tablet,lotronex,manual,alosetron 0.5 mg tablet,tablet,0.5,each,21422,53708,454474,f
60,0.5mg,41700,tablet,alosetron,manual,alosetron 0.5 mg tablet,tablet,0.5,each,21422,53708,454474,f
60,0.5mg,41700,tablet,lotronex,manual,Lotronex 0.5 mg tablet,tablet,0.5,each,21422,53708,454482,f
60,0.5mg,41700,tablet,alosetron,manual,Lotronex 0.5 mg tablet,tablet,0.5,each,21422,53708,454482,f
60,50mg,1618,tablet,topamax,manual,topiramate 50 mg tablet,tablet,50,each,36550,26169,454519,f
60,50mg,1618,tablet,topiramate,manual,topiramate 50 mg tablet,tablet,50,each,36550,26169,454519,f
60,50mg,1618,tablet,topamax,gcn_expansion,Topamax 50 mg tablet,tablet,50,each,36550,26169,454520,f
60,50mg,1618,tablet,topiramate,gcn_expansion,Topamax 50 mg tablet,tablet,50,each,36550,26169,454520,f
1,118ml-of-0.05%25,34540,bottle-of-shampoo,clodan,manual,clobetasol 0.05 % shampoo,shampoo,0.05,milliliters,21475,53749,467321,f
1,118ml-of-0.05%25,34540,bottle-of-shampoo,clobetasol,manual,clobetasol 0.05 % shampoo,shampoo,0.05,milliliters,21475,53749,467321,f
1,118ml-of-0.05%25,34540,bottle-of-shampoo,clodan,manual,clobetasol 0.05 % shampoo,shampoo,0.05,milliliters,21475,53749,467321,f
1,118ml-of-0.05%25,34540,bottle-of-shampoo,clobex,manual,clobetasol 0.05 % shampoo,shampoo,0.05,milliliters,21475,53749,467321,f
30,10mg-40mg,42555,tablet,azor,manual,Caduet 10 mg-40 mg tablet,tablet,10-40,each,21397,53695,467351,f
30,30mg,43209,tablet,cinacalcet,manual,cinacalcet 30 mg tablet,tablet,30,each,21497,53762,467356,f
30,60mg,43210,tablet,cinacalcet,manual,cinacalcet 60 mg tablet,tablet,60,each,21498,53763,467357,f
60,90mg,43211,tablet,cinacalcet,manual,cinacalcet 90 mg tablet,tablet,90,each,21499,53764,467358,f
30,5mg,5736,tablet,ambien,manual,AMBIEN PAK 5 mg tablet,tablet,5,each,870,19187,467386,f
30,10mg,1652,tablet,ambien,gcn_expansion,AMBIEN PAK 10 mg tablet,tablet,10,each,871,19188,467387,f
30,90mg,2114,tablet,nifedipine-er-procardia-xl,gcn_expansion,"Nifediac CC 90 mg tablet,extended release",tablet extended release,90,each,2228,12061,467441,f
30,90mg,2114,tablet,nifedical-xl,gcn_expansion,"Nifediac CC 90 mg tablet,extended release",tablet extended release,90,each,2228,12061,467441,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,Cortizone-10 Plus 1 % topical cream,cream,1,grams,30942,7544,467511,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,Cortizone-10 Plus 1 % topical cream,cream,1,grams,30942,7544,467511,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,Cortizone-10 Plus 1 % topical cream,cream,1,grams,30942,7544,467511,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,Cortizone-10 Plus 1 % topical cream,cream,1,grams,30942,7544,467511,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,"Summer's Eve 1 % topical cream",cream,1,grams,30942,7544,467574,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,"Summer's Eve 1 % topical cream",cream,1,grams,30942,7544,467574,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,"Summer's Eve 1 % topical cream",cream,1,grams,30942,7544,467574,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,"Summer's Eve 1 % topical cream",cream,1,grams,30942,7544,467574,f
30,10mg,43216,capsule,methylphenidate-la,manual,"methylphenidate LA 10 mg biphasic 50-50 capsule,extended release","capsule,ER biphasic 50-50",10,each,21763,53974,467713,f
60,100mg,41945,orally-disintegrating-tab,clozaril,manual,clozapine 100 mg disintegrating tablet,"tablet,disintegrating",100,each,21785,53995,467838,f
84,25mg,41944,orally-disintegrating-tab,clozaril,manual,clozapine 25 mg disintegrating tablet,"tablet,disintegrating",25,each,21784,53994,467839,f
60,1ml-of-1mg-ml,32731,vial,terbutaline,manual,terbutaline 1 mg/mL subcutaneous solution,solution,1,milliliters,21815,54007,467866,f
60,1ml-of-1mg-ml,32731,vial,brethine,manual,terbutaline 1 mg/mL subcutaneous solution,solution,1,milliliters,21815,54007,467866,f
30,7.5mg,22954,tablet,remeron,manual,mirtazapine 7.5 mg tablet,tablet,7.5,each,21817,54009,467914,f
30,7.5mg,22954,tablet,mirtazapine,manual,mirtazapine 7.5 mg tablet,tablet,7.5,each,21817,54009,467914,f
7,750mg,30003,tablet,levofloxacin,manual,Levaquin Leva-Pak 750 mg tablet,tablet,750,each,89597,46771,467936,f
7,750mg,30003,tablet,levaquin,manual,Levaquin Leva-Pak 750 mg tablet,tablet,750,each,89597,46771,467936,f
255,255g-of-50%25,43400,tube-of-cream,urea,manual,urea 50 % topical cream,cream,50,grams,24775,16338,467996,f
90,20mg-25mg,32511,tablet,accuretic,manual,Quinaretic 20 mg-25 mg tablet,tablet,20-25,each,94490,41016,468180,f
90,20mg-25mg,32511,tablet,accuretic,manual,Quinaretic 20 mg-25 mg tablet,tablet,20-25,each,94490,41016,468180,f
1,60g-of-0.05%25,34645,tube-of-cream,lidex-e,manual,fluocinonide-emollient 0.05 % topical cream,cream,0.05,grams,54650,7614,468186,f
1,60g-of-0.05%25,34645,tube-of-cream,lidex-e,manual,fluocinonide-emollient 0.05 % topical cream,cream,0.05,grams,54650,7614,468186,f
1,60g-of-0.05%25,34645,tube-of-cream,fluocinonide-e,manual,fluocinonide-emollient 0.05 % topical cream,cream,0.05,grams,54650,7614,468186,f
1,60ml-of-2%25,34631,bottle-of-topical-solution,ery,manual,erythromycin with ethanol 2 % topical solution,solution,2,milliliters,77562,29325,468316,f
1,60ml-of-2%25,34631,bottle-of-topical-solution,erythromycin,manual,erythromycin with ethanol 2 % topical solution,solution,2,milliliters,77562,29325,468316,f
1,60ml-of-2%25,34631,bottle-of-topical-solution,eryderm,manual,erythromycin with ethanol 2 % topical solution,solution,2,milliliters,77562,29325,468316,f
180,150mg,7293,tablet,buproban,algo,"Buproban 150 mg tablet,extended release",tablet extended release 12 hr,150,each,27901,31439,468409,f
2,100mg,42076,vial,azacitidine,manual,azacitidine 100 mg solution for injection,recon soln,100,each,22663,54660,469479,f
60,5mg-200mg,33811,tablet,reprexain,manual,hydrocodone 5 mg-ibuprofen 200 mg tablet,tablet,5-200,each,22678,54674,469644,f
60,5mg-200mg,33811,tablet,xylon,manual,hydrocodone 5 mg-ibuprofen 200 mg tablet,tablet,5-200,each,22678,54674,469644,f
60,5mg-200mg,33811,tablet,vicoprofen,manual,hydrocodone 5 mg-ibuprofen 200 mg tablet,tablet,5-200,each,22678,54674,469644,f
60,5mg-200mg,33811,tablet,hydrocodone-ibuprofen,manual,hydrocodone 5 mg-ibuprofen 200 mg tablet,tablet,5-200,each,22678,54674,469644,f
60,2.5mg,40855,chewable-tablet,methylin,manual,methylphenidate 2.5 mg chewable tablet,"tablet,chewable",2.5,each,22682,54676,469734,f
60,2.5mg,40855,chewable-tablet,methylphenidate,manual,methylphenidate 2.5 mg chewable tablet,"tablet,chewable",2.5,each,22682,54676,469734,f
30,5mg,40856,chewable-tablet,methylin,manual,methylphenidate 5 mg chewable tablet,"tablet,chewable",5,each,22683,54677,469735,f
30,5mg,40856,chewable-tablet,methylphenidate,manual,methylphenidate 5 mg chewable tablet,"tablet,chewable",5,each,22683,54677,469735,f
30,10mg,40857,chewable-tablet,methylin,manual,methylphenidate 10 mg chewable tablet,"tablet,chewable",10,each,22684,54678,469736,f
30,10mg,40857,chewable-tablet,methylphenidate,manual,methylphenidate 10 mg chewable tablet,"tablet,chewable",10,each,22684,54678,469736,f
300,5mg-5ml,8067,oral-solution,methylin,manual,methylphenidate 5 mg/5 mL oral solution,solution,5,milliliters,22685,54679,469737,f
300,5mg-5ml,8067,oral-solution,methylphenidate,manual,methylphenidate 5 mg/5 mL oral solution,solution,5,milliliters,22685,54679,469737,f
300,10mg-5ml,33793,oral-solution,methylin,manual,methylphenidate 10 mg/5 mL oral solution,solution,10,milliliters,22686,54680,469738,f
300,10mg-5ml,33793,oral-solution,methylphenidate,manual,methylphenidate 10 mg/5 mL oral solution,solution,10,milliliters,22686,54680,469738,f
1,28-tablets-of-0.15mg-0.03mg,38999,package,apri,manual,Solia 0.15 mg-0.03 mg tablet,tablet,0.15-0.03,each,68811,17616,469754,f
1,28-tablets-of-0.15mg-0.03mg,38999,package,ortho-cept,manual,Solia 0.15 mg-0.03 mg tablet,tablet,0.15-0.03,each,68811,17616,469754,f
1,28-tablets-of-0.15mg-0.03mg,38999,package,apri,manual,Solia 0.15 mg-0.03 mg tablet,tablet,0.15-0.03,each,68811,17616,469754,f
1,28-tablets-of-0.15mg-0.03mg,38999,package,desogen,manual,Solia 0.15 mg-0.03 mg tablet,tablet,0.15-0.03,each,68811,17616,469754,f
1,28-tablets-of-0.15mg-0.03mg,38999,package,desogestrel-ethinyl-estradiol,manual,Solia 0.15 mg-0.03 mg tablet,tablet,0.15-0.03,each,68811,17616,469754,f
60,0.5ml-of-2.5mg-0.5ml,35130,vial,albuterol,manual,albuterol sulfate concentrate 2.5 mg/0.5 mL solution for nebulization,solution for nebulization,2.5,each,22697,54687,469777,f
60,0.5ml-of-2.5mg-0.5ml,35130,vial,albuterol,manual,albuterol sulfate concentrate 2.5 mg/0.5 mL solution for nebulization,solution for nebulization,2.5,each,22697,54687,469777,f
90,2.5mg,8507,tablet,glucotrol-xl,gcn_expansion,"Glipizide XL 2.5 mg tablet,extended release","tablet,extend rel osmotic push",2.5,each,50638,43463,469791,f
30,5mg,8508,tablet,glucotrol-xl,manual,"Glipizide XL 5 mg tablet,extended release","tablet,extend rel osmotic push",5,each,10844,21840,469792,f
30,10mg,8506,tablet,glucotrol-xl,manual,"Glipizide XL 10 mg tablet,extended release","tablet,extend rel osmotic push",10,each,10843,21839,469793,f
90,120mg,39348,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,120mg,39348,capsule,cardizem-cd,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,120mg,39348,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,120mg,39348,capsule,cartia-xt,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,120mg,39348,capsule,dilt-cd,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,120mg,39348,capsule,cardizem-cd,manual,"DILT-CD 120 mg capsule,extended release","capsule,extended release 24hr",120,each,2326,21282,470649,f
90,180mg,39349,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,180mg,39349,capsule,cardizem-cd,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,180mg,39349,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,180mg,39349,capsule,cartia-xt,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,180mg,39349,capsule,dilt-cd,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,180mg,39349,capsule,cardizem-cd,manual,"DILT-CD 180 mg capsule,extended release","capsule,extended release 24hr",180,each,2323,16570,470650,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,240mg,39350,capsule,cardizem-cd,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,240mg,39350,capsule,cartia-xt,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,240mg,39350,capsule,dilt-cd,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,240mg,39350,capsule,cardizem-cd,manual,"DILT-CD 240 mg capsule,extended release","capsule,extended release 24hr",240,each,2324,16571,470651,f
90,300mg,39351,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
90,300mg,39351,capsule,cardizem-cd,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
90,300mg,39351,capsule,diltiazem-er-cardizem-cd,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
90,300mg,39351,capsule,cartia-xt,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
90,300mg,39351,capsule,dilt-cd,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
90,300mg,39351,capsule,cardizem-cd,manual,"DILT-CD 300 mg capsule,extended release","capsule,extended release 24hr",300,each,2325,16572,470652,f
30,80mg-25mg,39377,tablet,micardis-hct,manual,telmisartan 80 mg-hydrochlorothiazide 25 mg tablet,tablet,80-25,each,22866,57690,470673,f
30,250mg,36418,tablet,tindamax,manual,tinidazole 250 mg tablet,tablet,250,each,22867,57691,470674,f
8,500mg,36419,tablet,tindamax,manual,tinidazole 500 mg tablet,tablet,500,each,52220,19048,470675,f
30,80mg-25mg,39377,tablet,micardis-hct,gcn_expansion,Micardis HCT 80 mg-25 mg tablet,tablet,80-25,each,22866,57690,470680,f
90,10mg-300mg,37793,tablet,hydrocodone-acetaminophen,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,lortab,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,lorcet,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,norco,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,vicodin,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,zolvit,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,maxidone,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,hycet,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
90,10mg-300mg,37793,tablet,hydrocodone-acetaminophen,manual,hydrocodone 10 mg-acetaminophen 300 mg tablet,tablet,10-300,each,22929,57726,470772,f
8,500mg,36419,tablet,tindamax,gcn_expansion,Tindamax 500 mg tablet,tablet,500,each,52220,19048,470910,f
14,100mg,8726,capsule,macrobid,manual,nitrofurantoin monohydrate/macrocrystals 100 mg capsule,capsule,100,each,49001,16598,471021,f
30,10mg,42561,tablet,androxy,manual,Androxy 10 mg tablet,tablet,10,,10440,3167,471032,f
30,10mg,42561,tablet,androxy,manual,Androxy 10 mg tablet,tablet,10,,10440,3167,471032,f
180,667mg,6750,capsule,calphron,manual,calcium acetate(phosphate binders) 667 mg capsule,capsule,667,each,13675,48241,471063,f
180,667mg,6750,capsule,phoslo,manual,calcium acetate(phosphate binders) 667 mg capsule,capsule,667,each,13675,48241,471063,f
30,0.5mcg,39394,capsule,hectorol,manual,doxercalciferol 0.5 mcg capsule,capsule,0.5,each,23111,57854,471128,f
30,0.5mcg,39394,capsule,doxercalciferol,manual,doxercalciferol 0.5 mcg capsule,capsule,0.5,each,23111,57854,471128,f
30,0.5mcg,39394,capsule,hectorol,manual,doxercalciferol 0.5 mcg capsule,capsule,0.5,each,23111,57854,471128,f
30,0.5mcg,39394,capsule,doxercalciferol,manual,doxercalciferol 0.5 mcg capsule,capsule,0.5,each,23111,57854,471128,f
90,10mg-10mg,42747,tablet,vytorin,manual,ezetimibe 10 mg-simvastatin 10 mg tablet,tablet,10-10,each,23121,57859,471135,f
30,10mg-20mg,42748,tablet,vytorin,manual,ezetimibe 10 mg-simvastatin 20 mg tablet,tablet,10-20,each,23125,57863,471137,f
30,10mg-40mg,42749,tablet,vytorin,manual,ezetimibe 10 mg-simvastatin 40 mg tablet,tablet,10-40,each,23127,57865,471138,f
90,10mg-80mg,42750,tablet,vytorin,manual,ezetimibe 10 mg-simvastatin 80 mg tablet,tablet,10-80,each,23126,57864,471139,f
90,10mg-10mg,42747,tablet,vytorin,manual,Vytorin 10 mg-10 mg tablet,tablet,10-10,each,23121,57859,471145,f
30,10mg-20mg,42748,tablet,vytorin,manual,Vytorin 10 mg-20 mg tablet,tablet,10-20,each,23125,57863,471146,f
30,10mg-40mg,42749,tablet,vytorin,manual,Vytorin 10 mg-40 mg tablet,tablet,10-40,each,23127,57865,471147,f
90,10mg-80mg,42750,tablet,vytorin,manual,Vytorin 10 mg-80 mg tablet,tablet,10-80,each,23126,57864,471148,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testim,manual,testosterone 12.5 mg/1.25 gram per actuation (1%) transdermal gel pump,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471162,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testim,manual,testosterone 12.5 mg/1.25 gram per actuation (1%) transdermal gel pump,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471162,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testosterone,manual,testosterone 12.5 mg/1.25 gram per actuation (1%) transdermal gel pump,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471162,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testim,gcn_expansion,AndroGel 1 %  12.5 mg/1.25 gram per pump actuation transdermal gel,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471188,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testim,gcn_expansion,AndroGel 1 %  12.5 mg/1.25 gram per pump actuation transdermal gel,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471188,f
2,88g-of-12.5mg-per-actuation,40144,gel-pump,testosterone,gcn_expansion,AndroGel 1 %  12.5 mg/1.25 gram per pump actuation transdermal gel,gel in metered-dose pump,12.5 mg/,grams,23141,57874,471188,f
60,0.5ml-of-1.25mg-0.5ml,35134,vial,xopenex,manual,levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization,solution for nebulization,1.25,each,23146,57879,471208,f
60,0.5ml-of-1.25mg-0.5ml,35134,vial,levalbuterol,manual,levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization,solution for nebulization,1.25,each,23146,57879,471208,f
60,20mg,30236,tablet,sanctura,manual,trospium 20 mg tablet,tablet,20,each,8744,38085,471236,f
60,20mg,30236,tablet,trospium,manual,trospium 20 mg tablet,tablet,20,each,8744,38085,471236,f
180,333mg,38994,tablet,acamprosate,manual,"acamprosate 333 mg tablet,delayed release","tablet,delayed release (DR/EC)",333,each,36441,25600,471237,f
180,333mg,38994,tablet,campral,manual,"acamprosate 333 mg tablet,delayed release","tablet,delayed release (DR/EC)",333,each,36441,25600,471237,f
30,20mg,39014,capsule,cymbalta,manual,"duloxetine 20 mg capsule,delayed release","capsule,delayed release(DR/EC)",20,each,23161,57891,471238,f
30,30mg,39015,capsule,cymbalta,manual,"duloxetine 30 mg capsule,delayed release","capsule,delayed release(DR/EC)",30,each,23162,57892,471239,f
30,60mg,39016,capsule,cymbalta,manual,"duloxetine 60 mg capsule,delayed release","capsule,delayed release(DR/EC)",60,each,23164,57893,471240,f
30,20mg,39014,capsule,cymbalta,manual,"Cymbalta 20 mg capsule,delayed release","capsule,delayed release(DR/EC)",20,each,23161,57891,471241,f
30,60mg,39016,capsule,cymbalta,manual,"Cymbalta 60 mg capsule,delayed release","capsule,delayed release(DR/EC)",60,each,23164,57893,471242,f
30,30mg,39015,capsule,cymbalta,manual,"Cymbalta 30 mg capsule,delayed release","capsule,delayed release(DR/EC)",30,each,23162,57892,471243,f
30,600mg-300mg,42521,tablet,epzicom,manual,abacavir 600 mg-lamivudine 300 mg tablet,tablet,600-300,each,23167,57896,471246,f
60,20mg,30236,tablet,sanctura,manual,Sanctura 20 mg tablet,tablet,20,each,8744,38085,471258,f
60,20mg,30236,tablet,trospium,manual,Sanctura 20 mg tablet,tablet,20,each,8744,38085,471258,f
30,25mg-250mg,33642,orally-disintegrating-tab,parcopa,manual,carbidopa 25 mg-levodopa 250 mg disintegrating tablet,"tablet,disintegrating",25-250,each,23287,57989,471553,f
