,Unnamed: 0,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
136,136,26324,253625,6650,2,supersaver,False,Last Started Date : 2019-12-12,32,-791.92355,32,251.34645,25,26324.0,levothyroxine sodium,Synthroid,75 MCG,TABLET,90.0,29.0,30.0,90.0,0.5299729999999999,0.31833,0.501667,1.79351,0.72,2.95,0.48768,0.46568000000000004,0.40374,0.10332999999999999,0.32565,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.99,4.0,9.99,4.0,9.99,2019-12-24,3046.0,2382.0,0.561164333087693,0.438835666912307,76.0,68.0,0.527777777777778,0.527777777777778,0.31833,0.72,29.369699999999998,29.369699999999998,No Change
137,137,26326,241772,6653,2,supersaver,False,Last Started Date : 2019-12-12,169,-5224.131579999999,169,1494.12842,132,26326.0,levothyroxine sodium,Synthroid,125 MCG,TABLET,90.0,29.0,30.0,90.0,0.638286,0.38125,0.608333,1.663927,0.6775,3.05,0.60245,0.57533,0.49882,0.10332999999999999,0.40246,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1755.0,1370.0,0.5616,0.4384,53.0,44.0,0.5463917525773201,0.5463917525773201,0.38125,0.6775,34.99,34.99,No Change
138,138,26326,183683,6653,2,supersaver,False,Last Started Date : 2019-12-12,24,-744.00724,24,311.28276,21,26326.0,levothyroxine sodium,Synthroid,125 MCG,TABLET,90.0,29.0,30.0,90.0,0.638286,0.38125,0.608333,1.663927,0.6775,3.05,0.60245,0.57533,0.49882,0.10332999999999999,0.40246,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1755.0,1370.0,0.5616,0.4384,53.0,44.0,0.5463917525773201,0.5463917525773201,0.38125,0.6775,34.99,34.99,No Change
139,139,45061,206181,21139,1,blink,True,,30,-675.6560400000001,30,628.3539599999999,20,45061.0,bisoprolol/hydrochlorothiazide,Ziac,2.5-6.25MG,TABLET,30.0,177.0,30.0,90.0,0.265464,,,2.893582,,,0.6017,0.57455,0.49812,1.23409,0.40171999999999997,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,17.9,44.7,17.9,44.7,2019-12-24,131.0,116.0,0.530364372469636,0.46963562753036403,8.0,4.0,0.666666666666667,0.666666666666667,0.77125425,1.0,10.857501999999998,24.1376275,NON-WMT Drug; Margin -VE; Raising to MAC Prices
140,140,94594,238818,2329,2,supersaver,True,,50,-392.39937000000003,50,605.75063,35,94594.0,cyanocobalamin (vitamin b-12),Cyanacobalamin,1000MCG/ML,VIAL,1.0,172.0,1.0,3.0,5.798312999999999,2.6959470000000003,,4.435003,2.094928,,4.7746699999999995,4.55932,3.95286,9.79428,3.18824,1.0,1.0,1.0,1.0,1.5,,,,,,1.0,3.0,22.07,49.21,22.07,49.21,22.07,49.21,2019-12-24,1724.0,599.0,0.7421437795953509,0.257856220404649,38.0,18.0,0.6785714285714289,0.6785714285714289,4.7746699999999995,1.0,4.790875,5.7746699999999995,NON-WMT Drug; Margin -VE; Raising to MAC Prices
141,141,2682,235013,16927,1,blink,True,,1438,-2691.14021,1438,9501.87979,1118,2682.0,amlodipine besylate,Norvasc,10 MG,TABLET,30.0,7.0,30.0,90.0,0.078365,0.076334,0.0875,1.549058,1.509966,0.875,0.06817000000000001,0.060660000000000006,0.05057,0.19,0.02961,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.97,9.0,24.0,9.0,24.0,2019-12-24,24754.0,16285.0,0.603182338750944,0.396817661249056,449.0,465.0,0.491247264770241,0.491247264770241,0.1,1.0,3.900008,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
142,142,35793,293894,8362,3,delivery,True,,46,-2181.15364,46,396.52636,34,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.134519,0.061255,0.079167,1.618832,0.07462200000000001,1.65,0.129278728606357,0.121098901098901,0.10242857142857101,0.222837711069418,0.513923076923077,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5658.0,570.0,0.9084778420038541,0.0915221579961464,112.0,18.0,0.861538461538462,0.861538461538462,0.513923076923077,1.5,6.40002,32.335384615384626,NON-WMT Drug; Margin -VE; Raising to MAC Prices
143,143,35793,293894,8362,1,blink,True,,169,-457.86793,169,1758.6720699999998,142,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.134519,0.061255,0.079167,1.618832,0.07462200000000001,1.65,0.129278728606357,0.121098901098901,0.10242857142857101,0.222837711069418,0.513923076923077,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5658.0,570.0,0.9084778420038541,0.0915221579961464,112.0,18.0,0.861538461538462,0.861538461538462,0.15203415877610352,1.0,9.689972,10.122049526566212,NON-WMT Drug; Margin -VE; Raising to MAC Prices
144,144,35793,293894,8362,2,supersaver,True,,105,-615.4359400000001,105,500.26406,82,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.134519,0.061255,0.079167,1.618832,0.07462200000000001,1.65,0.129278728606357,0.121098901098901,0.10242857142857101,0.222837711069418,0.513923076923077,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5658.0,570.0,0.9084778420038541,0.0915221579961464,112.0,18.0,0.861538461538462,0.861538461538462,0.129278728606357,1.0,3.749922,8.756723716381419,NON-WMT Drug; Margin -VE; Raising to MAC Prices
145,145,13846,195832,48401,1,blink,True,,55,-1022.89409,55,901.5659099999999,42,13846.0,valsartan,Diovan,80 MG,TABLET,30.0,71.0,30.0,90.0,0.255391,0.245075,0.418333,1.486561,1.427759,2.85,0.45185,0.43278,0.37581,0.9413299999999999,0.30641999999999997,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,16.42,32.46,19.11,44.19,19.11,44.19,2019-12-24,1754.0,765.0,0.696308058753474,0.30369194124652604,19.0,10.0,0.655172413793103,0.655172413793103,0.58395675,1.0,9.148291,18.5187025,NON-WMT Drug; Margin -VE; Raising to MAC Prices
146,146,34078,576892,70519,1,blink,True,,1,-391.01599999999996,1,720.3639999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
147,147,89863,287634,46754,1,blink,True,,441,-1102.30724,441,2074.70276,338,89863.0,metformin hcl,Glucophage XR,500 MG,TAB ER 24H,120.0,8.0,120.0,180.0,0.027666000000000003,0.024598,0.07375,0.600035,0.534118,2.85,0.05587,0.05297999999999999,0.04577,0.025830000000000002,0.03599,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,4.0,6.28,4.0,6.28,4.0,6.28,2019-12-24,5478.0,3168.0,0.6335877862595419,0.36641221374045796,162.0,127.0,0.5605536332179929,0.5605536332179929,0.04487375,1.0,3.9199550000000003,6.384849999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
148,148,89863,287634,46754,2,supersaver,True,,217,-1302.92789,217,994.1021099999999,167,89863.0,metformin hcl,Glucophage XR,500 MG,TAB ER 24H,120.0,8.0,120.0,180.0,0.027666000000000003,0.024598,0.07375,0.600035,0.534118,2.85,0.05587,0.05297999999999999,0.04577,0.025830000000000002,0.03599,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,4.0,6.28,4.0,6.28,4.0,6.28,2019-12-24,5478.0,3168.0,0.6335877862595419,0.36641221374045796,162.0,127.0,0.5605536332179929,0.5605536332179929,0.05587,1.0,3.4858779999999996,7.704400000000001,NON-WMT Drug; Margin -VE; Raising to MAC Prices
149,149,27692,294909,6818,2,supersaver,False,Last Started Date : 2019-12-20,98,-644.07708,98,818.71292,68,27692.0,spironolactone,Aldactone,50 MG,TABLET,30.0,65.0,30.0,90.0,0.2321,0.2017,0.1519,4.2381,3.45,5.8938,0.18505,0.17708,0.15369000000000002,0.38372,0.12491,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,11.54,18.75,11.54,18.75,11.54,18.75,2019-12-24,2675.0,631.0,0.8091349062310949,0.19086509376890498,67.0,22.0,0.7528089887640451,0.7528089887640451,0.2017,3.45,9.501000000000001,9.501000000000001,No Change
150,150,11530,445100,3314,3,delivery,True,,74,-324.56028,74,1293.49972,47,11530.0,levonorgestrel-ethin estradiol,Portia 28,0.15-0.03,TABLET,28.0,168.0,,,0.833034,,0.35535700000000003,2.970557,,0.0,0.40769,0.38716,0.33468000000000003,0.81267,0.43601,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,378.0,130.0,0.7440944881889759,0.255905511811024,21.0,20.0,0.51219512195122,0.51219512195122,0.43601,1.5,9.949996,13.70828,NON-WMT Drug; Margin -VE; Raising to MAC Prices
151,151,2683,202624,16926,1,blink,True,,1375,-804.4402200000001,1375,9127.609779999999,1085,2683.0,amlodipine besylate,Norvasc,5 MG,TABLET,30.0,7.0,30.0,90.0,0.071598,0.071598,0.0875,1.772056,1.772056,0.875,0.0534,0.04637,0.03809,0.1415,0.01906,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.94,10.12,9.0,24.0,9.0,24.0,2019-12-24,23708.0,16359.0,0.5917088876132479,0.408291112386752,434.0,456.0,0.487640449438202,0.487640449438202,0.1,1.0,3.919996,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
152,152,23164,471242,57893,1,blink,True,,726,-399.33187999999996,726,10991.08812,496,23164.0,duloxetine hcl,Cymbalta,60 MG,CAPSULE DR,30.0,6.0,30.0,90.0,0.25,0.25,0.23333299999999998,1.4,1.4,0.99,0.222,0.21239,0.18433,0.45986000000000005,0.14969000000000002,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,15.0,32.56,15.0,38.0,15.0,38.0,2019-12-24,52188.0,10401.0,0.833820639409481,0.16617936059051902,815.0,297.0,0.732913669064748,0.732913669064748,0.25,1.5,8.9,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
153,153,23164,471240,57893,1,blink,True,,1199,-1038.44001,1199,19454.19999,813,23164.0,duloxetine hcl,Cymbalta,60 MG,CAPSULE DR,30.0,6.0,30.0,90.0,0.25,0.25,0.23333299999999998,1.4,1.4,0.99,0.222,0.21239,0.18433,0.45986000000000005,0.14969000000000002,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,15.0,32.56,15.0,38.0,15.0,38.0,2019-12-24,52188.0,10401.0,0.833820639409481,0.16617936059051902,815.0,297.0,0.732913669064748,0.732913669064748,0.25,1.5,8.9,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
154,154,35852,263280,8374,2,supersaver,False,Last Started Date : 2019-12-20,134,-606.24279,134,1316.02721,88,35852.0,diclofenac sodium,Voltaren,75 MG,TABLET DR,60.0,101.0,60.0,180.0,0.1825,0.1534,0.1151,6.8999,4.7475,10.8444,0.15459,0.14648,0.12648,0.30456,0.09913999999999999,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,16.23,31.88,19.0,56.0,19.0,56.0,2019-12-24,3946.0,557.0,0.8763046857650449,0.123695314234954,107.0,15.0,0.877049180327869,0.877049180327869,0.1534,4.7475,13.9515,13.9515,No Change
155,155,26327,178488,6654,2,supersaver,False,Last Started Date : 2019-12-12,17,-366.71608,17,133.20391999999998,11,26327.0,levothyroxine sodium,Synthroid,150 MCG,TABLET,30.0,29.0,30.0,90.0,0.691254,0.42858,0.675,1.634786,0.6675,3.05,0.68893,0.65822,0.57084,0.10332999999999999,0.46135,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1332.0,917.0,0.5922632281013779,0.407736771898622,44.0,27.0,0.619718309859155,0.619718309859155,0.42858,0.6675,13.5249,13.5249,No Change
156,156,26327,248321,6654,2,supersaver,False,Last Started Date : 2019-12-12,116,-4137.63194,116,1131.7980599999999,95,26327.0,levothyroxine sodium,Synthroid,150 MCG,TABLET,30.0,29.0,30.0,90.0,0.691254,0.42858,0.675,1.634786,0.6675,3.05,0.68893,0.65822,0.57084,0.10332999999999999,0.46135,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1332.0,917.0,0.5922632281013779,0.407736771898622,44.0,27.0,0.619718309859155,0.619718309859155,0.42858,0.6675,13.5249,13.5249,No Change
