,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
138,98921,579341,63164,1,blink,True,N/A,61,-22048.69812,61,5829.46188,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
139,4348,259872,33530,1,blink,True,N/A,696,-428.46309,696,9415.97691,549,4348.0,omeprazole,Prilosec,20 MG,CAPSULE DR,30.0,17.0,30.0,90.0,0.153781,0.082486,0.091667,2.32256,1.265416,2.25,0.0934,0.08601,0.07312,0.15655,0.05096,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,3.98,7.5,15.0,37.4,6.02,7.5,2020-01-03,14539.0,10824.0,0.573236604502622,0.426763395497378,312.0,310.0,0.501607717041801,0.501607717041801,0.25,1.5,6.93599,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
140,14854,218840,40923,2,supersaver,True,N/A,102,-327.92356,102,926.09644,88,14854.0,losartan/hydrochlorothiazide,Hyzaar,100MG-25MG,TABLET,30.0,35.0,30.0,90.0,0.277357,0.112251,0.128333,3.320202,1.382478,2.45,0.15061,0.14226,0.12262,0.29175,0.09497,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,5.89,15.66,15.61,23.32,5.89,15.66,2020-01-03,8438.0,4346.0,0.660043804755945,0.339956195244055,32.0,37.0,0.463768115942029,0.463768115942029,0.15061,1.0,4.750008,5.5183,NON-WMT Drug; Margin -VE; Raising to MAC Prices
141,64325,163790,22551,1,blink,False,Last Started Date : 2019-12-20,310,-608.1156,310,2876.6344,197,64325.0,lamotrigine,Lamictal,200 MG,TABLET,30.0,28.0,30.0,90.0,0.1651,0.1259,0.1386,3.9974,4.3245,4.742,0.12786,0.1206,0.10387,0.27,0.08,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.04,10.33,9.0,24.0,4.04,10.33,2020-01-03,10918.0,1776.0,0.86009138175516,0.13990861824484,184.0,47.0,0.796536796536797,0.796536796536797,0.1651,3.9974,8.9504,8.9504,No Change
142,13838,247725,48399,1,blink,True,N/A,87,-825.79917,87,2948.65083,50,13838.0,valsartan,Diovan,320 MG,TABLET,30.0,71.0,30.0,90.0,0.675197,0.429997,0.643333,4.425614,2.848549,3.0,0.80047,0.76794,0.66742,1.68138,0.54732,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,18.44,39.33,28.79,58.37,18.44,39.33,2020-01-03,2919.0,971.0,0.750385604113111,0.249614395886889,34.0,13.0,0.723404255319149,0.723404255319149,1.0390195,1.0,24.681524,32.170585,NON-WMT Drug; Margin -VE; Raising to MAC Prices
143,26328,157529,6655,2,supersaver,False,Last Started Date : 2019-12-12,81,-2525.42019,81,825.87981,60,26328.0,levothyroxine sodium,Synthroid,175 MCG,TABLET,30.0,29.0,30.0,90.0,0.768761,0.467,0.755,1.593258,0.64985,3.15,0.7587,0.72479,0.62853,0.10333,0.50773,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,762.0,485.0,0.611066559743384,0.388933440256616,20.0,17.0,0.540540540540541,0.540540540540541,0.467,0.64985,14.659850000000002,14.659850000000002,No Change
144,16514,170878,46045,2,supersaver,True,N/A,17,-922.40444,17,427.72556,13,16514.0,amitriptyline hcl,Elavil,150 MG,TABLET,30.0,93.0,30.0,90.0,2.119142,0.567,1.495,1.693441,5.33,3.05,1.606,1.53858,1.33622,3.3497,1.09039,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,23.72,57.56,23.72,57.56,23.72,57.56,2020-01-03,161.0,49.0,0.766666666666667,0.233333333333333,3.0,1.0,0.75,0.75,1.606,1.0,22.339999999999996,49.18,NON-WMT Drug; Margin -VE; Raising to MAC Prices
145,20876,553594,53407,1,blink,True,N/A,41,-785.07597,41,7726.11403,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
146,31164,569730,68390,1,blink,True,N/A,53,-5148.03529,53,7664.23471,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
147,30819,568102,68119,1,blink,True,N/A,30,-665.29243,30,13314.63757,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
148,781,258949,21414,1,blink,True,N/A,1956,-1748.43895,1956,31045.14105,1228,781.0,gabapentin,Neurontin,300 MG,CAPSULE,90.0,5.0,90.0,270.0,0.106466,0.087086,,1.818061,1.902291,,0.0776,0.0738,0.06384,0.1558,0.05072,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,39965.0,6033.0,0.86884212357059,0.13115787642941,793.0,177.0,0.817525773195876,0.817525773195876,0.098367,1.0,11.400001000000001,9.85303,NON-WMT Drug; Margin -VE; Raising to MAC Prices
149,19216,448774,51820,1,blink,True,N/A,9,-395.28488,9,4069.66512,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
150,26532,187634,16577,1,blink,True,N/A,130,-425.59,130,1012.5,105,26532.0,simvastatin,Zocor,10 MG,TABLET,90.0,24.0,30.0,90.0,0.1,0.084833,0.0875,0.9,1.355,0.875,0.08731,0.07912,0.06665,0.219,0.04303,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.98,7.5,9.0,24.0,3.99,7.5,2020-01-03,2481.0,2361.0,0.512391573729864,0.487608426270136,42.0,58.0,0.42,0.42,0.1,1.0,9.9,10.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
151,32821,280037,7856,2,supersaver,True,N/A,83,-548.36997,83,459.80003,66,32821.0,timolol maleate,Timoptic,0.5 %,DROPS,1.0,193.0,5.0,15.0,1.729502,0.488635,,1.858898,0.535665,,1.12998,1.06913,0.9224,2.20884,0.71902,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1400.0,307.0,0.820152314001172,0.179847685998828,55.0,12.0,0.82089552238806,0.82089552238806,1.12998,1.0,1.0243,2.1299799999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
