medication,strength,form,units,price
mycostatin,100000 U/gm/15 gm,Cream,1,7
mycostatin,100000 U/gm/15 gm,Cream,3,19
mycostatin,100000 U/gm/30 gm,Cream,1,10
mycostatin,100000 U/gm/30 gm,Cream,3,28
mycostatin,100000 U/gm/15 gm,Ointment,1,13
mycostatin,100000 U/gm/15 gm,Ointment,3,39
mycostatin,100000 U/gm/30 gm,Ointment,1,18
mycostatin,100000 U/gm/30 gm,Ointment,3,52
mycostatin,500000 U,Tablets,30,18
mycostatin,500000 U,Tablets,60,35
mycostatin,500000 U,Tablets,90,53
mycostatin,500000 U,Tablets,120,70
mycostatin,500000 U,Tablets,180,105
mycostatin,500000 U,Tablets,360,209
mycostatin,100000U/gm/15 gm,Topical Powder,1,6
mycostatin,100000U/gm/15 gm,Topical Powder,3,18
mycostatin,100000U/gm/30 gm,Topical Powder,1,12
mycostatin,100000U/gm/30 gm,Topical Powder,3,35
mycostatin,100000U/gm/60 gm,Topical Powder,1,20
mycostatin,100000U/gm/60 gm,Topical Powder,3,58
mycologii,100000 U-1 mg/gm/15 gm,Cream,1,55
mycologii,100000 U-1 mg/gm/15 gm,Cream,3,165
mycologii,100000 U-1 mg/gm/30 gm,Cream,1,77
mycologii,100000 U-1 mg/gm/30 gm,Cream,3,229
mycologii,100000 U-1 mg/gm/60 gm,Cream,1,88
mycologii,100000 U-1 mg/gm/60 gm,Cream,3,263
mycologii,100000 U-1 mg/gm/15 gm,Ointment,1,20
mycologii,100000 U-1 mg/gm/15 gm,Ointment,3,60
mycologii,100000 U-1 mg/gm/30 gm,Ointment,1,38
mycologii,100000 U-1 mg/gm/30 gm,Ointment,3,114
mycologii,100000 U-1 mg/gm/60 gm,Ointment,1,75
mycologii,100000 U-1 mg/gm/60 gm,Ointment,3,223
motrin,400 mg,Tablet,30,4
motrin,400 mg,Tablet,60,7
motrin,400 mg,Tablet,90,9
motrin,600 mg,Tablet,30,4
motrin,600 mg,Tablet,40,5
motrin,600 mg,Tablet,60,6
motrin,600 mg,Tablet,90,9
motrin,800 mg,Tablet,30,4
motrin,800 mg,Tablet,60,7
motrin,800 mg,Tablet,90,9
monoprilhct,10 mg/12.5 mg,Tablet,30,38
monoprilhct,10 mg/12.5 mg,Tablet,60,75
monoprilhct,10 mg/12.5 mg,Tablet,90,113
monoprilhct,20 mg/12.5 mg,Tablet,30,26
monoprilhct,20 mg/12.5 mg,Tablet,60,51
monoprilhct,20 mg/12.5 mg,Tablet,90,76
monoprilhct,20 mg/12.5 mg,Tablet,180,151
monopril,10 mg,Tablet,30,5
monopril,10 mg,Tablet,45,8
monopril,10 mg,Tablet,60,10
monopril,10 mg,Tablet,90,15
monopril,20 mg,Tablet,30,4
monopril,20 mg,Tablet,60,8
monopril,20 mg,Tablet,90,12
monopril,20 mg,Tablet,135,18
monopril,20 mg,Tablet,180,23
monopril,40 mg,Tablet,30,7
monopril,40 mg,Tablet,60,13
monopril,40 mg,Tablet,90,20
monopril,40 mg,Tablet,180,39
monoket,10 mg,Tablet,30,9
monoket,10 mg,Tablet,60,17
monoket,10 mg,Tablet,90,24
monoket,10 mg,Tablet,180,45
monoket,10 mg,Tablet,270,65
monoket,20 mg,Tablet,30,9
monoket,20 mg,Tablet,60,17
monoket,20 mg,Tablet,90,24
monoket,20 mg,Tablet,180,45
monoket,20 mg,Tablet,270,65
monodox,50 mg,Capsule,30,11
monodox,50 mg,Capsule,60,22
monodox,50 mg,Capsule,90,33
monodox,50 mg,Capsule,180,66
monodox,75 mg,Capsule,30,362
monodox,75 mg,Capsule,60,724
monodox,75 mg,Capsule,90,1086
monodox,100 mg,Capsule,30,11
monodox,100 mg,Capsule,60,22
monodox,150 mg,Capsule,30,507
monodox,150 mg,Capsule,60,1013
monodox,150 mg,Tablet,30,133
monodox,150 mg,Tablet,60,266
moduretic,5 mg/50 mg,Tablet,30,12
moduretic,5 mg/50 mg,Tablet,45,17
moduretic,5 mg/50 mg,Tablet,60,23
moduretic,5 mg/50 mg,Tablet,90,34
mobic,7.5 mg,Tablet,30,4
mobic,7.5 mg,Tablet,60,7
mobic,7.5 mg,Tablet,90,9
mobic,7.5 mg,Tablet,180,17
mobic,15 mg,Tablet,30,4
mobic,15 mg,Tablet,60,7
mobic,15 mg,Tablet,90,9
mirapex,0.125 mg,Tablet,30,8
mirapex,0.125 mg,Tablet,60,15
mirapex,0.125 mg,Tablet,90,23
mirapex,0.125 mg,Tablet,180,45
mirapex,0.125 mg,Tablet,270,68
mirapex,0.25 mg,Tablet,30,8
mirapex,0.25 mg,Tablet,60,15
mirapex,0.25 mg,Tablet,90,23
mirapex,0.25 mg,Tablet,120,30
mirapex,0.25 mg,Tablet,180,45
mirapex,0.5 mg,Tablet,30,8
mirapex,0.5 mg,Tablet,60,15
mirapex,0.5 mg,Tablet,90,23
mirapex,0.5 mg,Tablet,120,30
mirapex,0.5 mg,Tablet,180,45
mirapex,0.75 mg,Tablet,30,8
mirapex,0.75 mg,Tablet,60,15
mirapex,0.75 mg,Tablet,90,23
mirapex,0.75 mg,Tablet,120,30
mirapex,0.75 mg,Tablet,180,45
mirapex,1 mg,Tablet,30,8
mirapex,1 mg,Tablet,60,15
mirapex,1 mg,Tablet,90,23
mirapex,1 mg,Tablet,120,30
mirapex,1 mg,Tablet,180,45
mirapex,1.5 mg,Tablet,30,8
mirapex,1.5 mg,Tablet,60,15
mirapex,1.5 mg,Tablet,90,23
mirapex,1.5 mg,Tablet,120,30
mirapex,1.5 mg,Tablet,180,45
nitrodur,0.1 mg/30 patches,Patch,1,20
nitrodur,0.1 mg/30 patches,Patch,3,58
nitrodur,0.2 mg/30 patches,Patch,1,16
nitrodur,0.2 mg/30 patches,Patch,3,47
nitrodur,0.4 mg/30 patches,Patch,1,21
nitrodur,0.4 mg/30 patches,Patch,3,61
nitrodur,0.6 mg/30 patches,Patch,1,25
nitrodur,0.6 mg/30 patches,Patch,3,73
nitrodur,0.3 mg,Sublingual Tablet,25,9
nitrodur,0.3 mg,Sublingual Tablet,30,11
nitrodur,0.3 mg,Sublingual Tablet,50,18
nitrodur,0.3 mg,Sublingual Tablet,90,32
nitrodur,0.3 mg,Sublingual Tablet,100,36
nitrodur,0.4 mg,Sublingual Tablet,25,7
nitrodur,0.4 mg,Sublingual Tablet,30,9
nitrodur,0.4 mg,Sublingual Tablet,50,14
nitrodur,0.4 mg,Sublingual Tablet,90,26
nitrodur,0.4 mg,Sublingual Tablet,100,28
nitrodur,0.6 mg,Sublingual Tablet,25,9
nitrodur,0.6 mg,Sublingual Tablet,30,11
nitrodur,0.6 mg,Sublingual Tablet,50,18
nitrodur,0.6 mg,Sublingual Tablet,90,33
nitrodur,0.6 mg,Sublingual Tablet,100,36
minipress,1 mg,Capsule,30,9
minipress,1 mg,Capsule,60,18
minipress,1 mg,Capsule,90,26
minipress,1 mg,Capsule,120,35
minipress,1 mg,Capsule,180,52
minipress,2 mg,Capsule,30,22
minipress,2 mg,Capsule,60,44
minipress,2 mg,Capsule,90,65
minipress,2 mg,Capsule,120,87
minipress,2 mg,Capsule,180,130
minipress,5 mg,Capsule,30,36
minipress,5 mg,Capsule,60,72
minipress,5 mg,Capsule,90,107
minipress,5 mg,Capsule,120,143
minipress,5 mg,Capsule,180,214
micardishct,40 mg/12.5 mg,Tablet,30,86
micardishct,40 mg/12.5 mg,Tablet,60,172
micardishct,40 mg/12.5 mg,Tablet,90,257
micardishct,80 mg/12.5 mg,Tablet,30,54
micardishct,80 mg/12.5 mg,Tablet,60,107
micardishct,80 mg/12.5 mg,Tablet,90,160
micardishct,80 mg/25 mg,Tablet,30,65
micardishct,80 mg/25 mg,Tablet,60,129
micardishct,80 mg/25 mg,Tablet,90,194
micardis,20 mg,Tablet,30,22
micardis,20 mg,Tablet,45,33
micardis,20 mg,Tablet,60,43
micardis,20 mg,Tablet,90,62
micardis,40 mg,Tablet,30,22
micardis,40 mg,Tablet,60,43
micardis,40 mg,Tablet,90,62
micardis,80 mg,Tablet,30,23
micardis,80 mg,Tablet,90,63
micardis,80 mg,Tablet,180,90
mevacor,10 mg,Tablet,30,4
mevacor,10 mg,Tablet,60,7
mevacor,10 mg,Tablet,90,9
mevacor,10 mg,Tablet,180,17
mevacor,20 mg,Tablet,30,4
mevacor,20 mg,Tablet,60,7
mevacor,20 mg,Tablet,90,9
mevacor,20 mg,Tablet,180,17
mevacor,40 mg,Tablet,30,4
mevacor,40 mg,Tablet,60,7
mevacor,40 mg,Tablet,90,9
mevacor,40 mg,Tablet,180,17
metrolotion,0.75%/59 ml,Lotion,1,191
metrolotion,0.75%/59 ml,Lotion,3,572
metrogelvaginal,0.75%/70 gm,Gel,1,46
metrogelvaginal,0.75%/70 gm,Gel,3,136
metrogel,0.75%/45 gm,Gel,1,41
metrogel,0.75%/45 gm,Gel,3,123
metrogel,1%/60 gm,Gel,1,106
metrogel,1%/60 gm,Gel,3,310
metrogel,1%/55 gm,Gel Pump,1,68
metrogel,1%/55 gm,Gel Pump,3,200
metrogel,0.75%/70 gm,Gel,1,46
metrogel,0.75%/70 gm,Gel,3,138
metrocream,0.75%/45 gm,Cream,1,59
metrocream,0.75%/45 gm,Cream,3,177
metaglip,2.5 mg/250 mg,Tablet,30,17
metaglip,2.5 mg/250 mg,Tablet,60,33
metaglip,2.5 mg/250 mg,Tablet,70,38
metaglip,2.5 mg/250 mg,Tablet,120,65
metaglip,2.5 mg/250 mg,Tablet,180,97
metaglip,2.5 mg/500 mg,Tablet,30,11
metaglip,2.5 mg/500 mg,Tablet,60,21
metaglip,2.5 mg/500 mg,Tablet,120,41
metaglip,2.5 mg/500 mg,Tablet,180,61
metaglip,2.5 mg/500 mg,Tablet,360,121
metaglip,5 mg/500 mg,Tablet,30,8
metaglip,5 mg/500 mg,Tablet,60,16
metaglip,5 mg/500 mg,Tablet,90,24
metaglip,5 mg/500 mg,Tablet,120,32
metaglip,5 mg/500 mg,Tablet,180,48
metaglip,5 mg/500 mg,Tablet,360,95
megace,20 mg,Tablet,30,8
megace,20 mg,Tablet,60,16
megace,20 mg,Tablet,90,24
megace,20 mg,Tablet,120,32
megace,20 mg,Tablet,180,48
megace,40 mg,Tablet,30,5
megace,40 mg,Tablet,60,10
megace,40 mg,Tablet,90,15
megace,40 mg,Tablet,120,20
megace,40 mg,Tablet,180,30
medrol,4 mg,Dose Pack,21,6
medrol,4 mg,Dose Pack,63,17
medrol,4 mg,Tablet,30,12
medrol,4 mg,Tablet,60,23
medrol,4 mg,Tablet,90,34
medrol,8 mg,Tablet,25,45
medrol,8 mg,Tablet,50,89
medrol,16 mg,Tablet,50,116
medrol,32 mg,Tablet,25,99
maxzide,37.5 mg/25 mg,Tablet,30,4
maxzide,37.5 mg/25 mg,Tablet,45,6
maxzide,37.5 mg/25 mg,Tablet,60,8
maxzide,37.5 mg/25 mg,Tablet,90,12
maxzide,75 mg/50 mg,Tablet,30,4
maxzide,75 mg/50 mg,Tablet,45,6
maxzide,75 mg/50 mg,Tablet,60,7
maxzide,75 mg/50 mg,Tablet,90,11
maxitrol,0.1%/3.5 gm,Ointment,1,14
maxitrol,0.1%/3.5 gm,Ointment,3,40
maxitrol,0.1%/5 ml,Suspension,1,18
maxitrol,0.1%/5 ml,Suspension,3,53
maxaltmlt,5 mg,Tablet Odt,9,14
maxaltmlt,5 mg,Tablet Odt,18,28
maxaltmlt,5 mg,Tablet Odt,30,47
maxaltmlt,10 mg,Tablet Odt,9,11
maxaltmlt,10 mg,Tablet Odt,18,22
maxaltmlt,10 mg,Tablet Odt,30,36
maxalt,5 mg,Tablet,9,11
maxalt,5 mg,Tablet,18,21
maxalt,5 mg,Tablet,30,35
maxalt,10 mg,Tablet,9,9
maxalt,10 mg,Tablet,18,17
maxalt,10 mg,Tablet,30,28
malarone,62.5 mg/25 mg,Tablet,30,57
malarone,62.5 mg/25 mg,Tablet,60,113
malarone,62.5 mg/25 mg,Tablet,90,169
malarone,62.5 mg/25 mg,Tablet,180,338
malarone,250 mg/100 mg,Tablet,30,67
malarone,250 mg/100 mg,Tablet,60,133
malarone,250 mg/100 mg,Tablet,90,199
malarone,250 mg/100 mg,Tablet,180,397
malarone,250 mg/100 mg,Tablet,22,49
macrodantin,25 mg,Capsule,30,163
macrodantin,25 mg,Capsule,60,326
macrodantin,25 mg,Capsule,90,489
macrodantin,50 mg,Capsule,30,26
macrodantin,50 mg,Capsule,40,34
macrodantin,50 mg,Capsule,60,51
macrodantin,50 mg,Capsule,90,76
macrodantin,100 mg,Capsule,30,32
macrodantin,100 mg,Capsule,60,64
macrodantin,100 mg,Capsule,100,106
macrobid,100 mg,Capsule,20,15
macrobid,100 mg,Capsule,30,23
macrobid,100 mg,Capsule,60,45
macrobid,100 mg,Capsule,100,75
macrobid,100 mg,Capsule,10,8
luvoxcr,100 mg,Capsule Er,30,210
luvoxcr,100 mg,Capsule Er,60,419
luvoxcr,100 mg,Capsule Er,90,629
luvoxcr,100 mg,Capsule Er,180,1257
luvoxcr,150 mg,Capsule Er,30,225
luvoxcr,150 mg,Capsule Er,60,450
luvoxcr,150 mg,Capsule Er,90,675
luvoxcr,150 mg,Capsule Er,180,1349
luvox,25 mg,Tablet,30,7
luvox,25 mg,Tablet,45,10
luvox,25 mg,Tablet,60,13
luvox,25 mg,Tablet,90,19
luvox,25 mg,Tablet,180,38
luvox,50 mg,Tablet,30,10
luvox,50 mg,Tablet,45,15
luvox,50 mg,Tablet,60,20
luvox,50 mg,Tablet,90,29
luvox,50 mg,Tablet,120,39
luvox,100 mg,Tablet,30,11
luvox,100 mg,Tablet,45,16
luvox,100 mg,Tablet,60,21
luvox,100 mg,Tablet,90,31
luvox,100 mg,Tablet,180,62
lustraeldoquinforte,4%/28.35 gm,Cream,1,96
lustraeldoquinforte,4%/28.35 gm,Cream,3,286
lustraeldoquinforte,4%/30 gm,Cream,1,85
lustraeldoquinforte,4%/30 gm,Cream,3,254
lovenox,30 mg/0.3 ml,Syringe,10,47
lovenox,30 mg/0.3 ml,Syringe,30,139
lovenox,30 mg/0.3 ml,Syringe,60,278
lovenox,40 mg/0.4 ml,Syringe,10,55
lovenox,40 mg/0.4 ml,Syringe,30,165
lovenox,40 mg/0.4 ml,Syringe,60,329
lovenox,60 mg/0.6 ml,Syringe,10,58
lovenox,60 mg/0.6 ml,Syringe,30,174
lovenox,60 mg/0.6 ml,Syringe,60,348
lovenox,60 mg/0.8 ml,Syringe,10,69.99
lovenox,60 mg/0.8 ml,Syringe,30,209.97
lovenox,60 mg/0.8 ml,Syringe,60,419.94
lovenox,80 mg/0.8 ml,Syringe,10,83
lovenox,80 mg/0.8 ml,Syringe,30,247
lovenox,80 mg/0.8 ml,Syringe,60,494
lovenox,100 mg/ml,Syringe,10,107
lovenox,120 mg/0.8 ml,Syringe,10,102
lovenox,150 mg/ml,Syringe,10,115
lovenox,150 mg/ml,Syringe,30,345
lovenox,150 mg/ml,Syringe,60,689
lovaza,1 gm,Capsule,120,36
lovaza,1 gm,Capsule,240,71
lovaza,1 gm,Capsule,360,107
lotrisone,1%-0.05%/15 gm,Cream,1,7
lotrisone,1%-0.05%/15 gm,Cream,3,20
lotrisone,1%-0.05%/45 gm,Cream,1,20
lotrisone,1%-0.05%/45 gm,Cream,3,58
lotriminaf,1%/15 gm,Cream,1,7
lotriminaf,1%/15 gm,Cream,2,12
lotriminaf,1%/15 gm,Cream,3,17
lotriminaf,1%/15 mg,Cream,1,7.56
lotriminaf,1%/15 mg,Cream,2,14.04
lotriminaf,1%/15 mg,Cream,3,16.2
lotriminaf,1%/30 gm,Cream,1,7
lotriminaf,1%/30 gm,Cream,2,12
lotriminaf,1%/30 gm,Cream,3,15
lotriminaf,1%/30 gm,Cream,1,2
lotriminaf,1%/30 mg,Cream,2,7.83
lotriminaf,1%/30 mg,Cream,3,9.03
lotriminaf,1%/45 gm,Cream,1,25
lotriminaf,1%/45 gm,Cream,2,49
lotriminaf,1%/45 gm,Cream,3,74
lotrel,2.5 mg/10 mg,Capsule,30,6
lotrel,2.5 mg/10 mg,Capsule,60,12
lotrel,2.5 mg/10 mg,Capsule,90,18
lotrel,5 mg/10 mg,Capsule,30,7
lotrel,5 mg/10 mg,Capsule,60,13
lotrel,5 mg/10 mg,Capsule,90,19
lotrel,5 mg/10 mg,Capsule,180,38
lotrel,5 mg/20 mg,Capsule,30,7
lotrel,5 mg/20 mg,Capsule,60,14
lotrel,5 mg/20 mg,Capsule,90,20
lotrel,5 mg/20 mg,Capsule,180,40
lotrel,5 mg/40 mg,Capsule,30,6
lotrel,5 mg/40 mg,Capsule,60,11
lotrel,5 mg/40 mg,Capsule,90,16
lotrel,10 mg/20 mg,Capsule,30,7
lotrel,10 mg/20 mg,Capsule,60,13
lotrel,10 mg/20 mg,Capsule,90,20
lotrel,10 mg/40 mg,Capsule,30,6
lotrel,10 mg/40 mg,Capsule,60,11
lotrel,10 mg/40 mg,Capsule,90,17
lotensinhct,5 mg/6.25 mg,Tablet,30,32
lotensinhct,5 mg/6.25 mg,Tablet,60,63
lotensinhct,5 mg/6.25 mg,Tablet,90,94
lotensinhct,5 mg/6.25 mg,Tablet,180,187
lotensinhct,10 mg/12.5 mg,Tablet,30,32
lotensinhct,10 mg/12.5 mg,Tablet,45,47
lotensinhct,10 mg/12.5 mg,Tablet,60,63
lotensinhct,10 mg/12.5 mg,Tablet,90,94
lotensinhct,20 mg/12.5 mg,Tablet,30,28
lotensinhct,20 mg/12.5 mg,Tablet,60,56
lotensinhct,20 mg/12.5 mg,Tablet,90,84
lotensinhct,20 mg/12.5 mg,Tablet,180,168
lotensinhct,20 mg/25 mg,Tablet,30,32
lotensinhct,20 mg/25 mg,Tablet,60,63
lotensinhct,20 mg/25 mg,Tablet,90,94
lotensinhct,20 mg/25 mg,Tablet,180,187
lotensin,5 mg,Tablet,30,4
lotensin,5 mg,Tablet,45,5
lotensin,5 mg,Tablet,60,6
lotensin,5 mg,Tablet,90,9
lotensin,10 mg,Tablet,30,4
lotensin,10 mg,Tablet,45,5
lotensin,10 mg,Tablet,60,6
lotensin,10 mg,Tablet,90,9
lotensin,10 mg,Tablet,180,17
lotensin,20 mg,Tablet,30,4
lotensin,20 mg,Tablet,60,7
lotensin,20 mg,Tablet,90,9
lotensin,20 mg,Tablet,180,17
lotensin,40 mg,Tablet,30,4
lotensin,40 mg,Tablet,60,6
lotensin,40 mg,Tablet,90,8
lotensin,40 mg,Tablet,180,14
loproxshampoo,1%/120 ml,Shampoo,1,60
loproxshampoo,1%/120 ml,Shampoo,3,180
loprox,0.77%/15 gm,Cream,1,12
loprox,0.77%/15 gm,Cream,3,35
loprox,0.77%/30 gm,Cream,1,12
loprox,0.77%/30 gm,Cream,3,35
loprox,0.77%/90 gm,Cream,1,20
loprox,0.77%/90 gm,Cream,3,58
loprox,0.77%/30 gm,Gel,1,28
loprox,0.77%/30 gm,Gel,3,83
loprox,0.77%/45 gm,Gel,1,42
loprox,0.77%/45 gm,Gel,3,125
loprox,0.77%/100 gm,Gel,1,93
loprox,0.77%/100 gm,Gel,3,277
lopressorhct,50 mg/25 mg,Tablet,30,32
lopressorhct,50 mg/25 mg,Tablet,60,63
lopressorhct,50 mg/25 mg,Tablet,90,94
lopressorhct,50 mg/25 mg,Tablet,180,187
lopressorhct,100 mg/25 mg,Tablet,30,53
lopressorhct,100 mg/25 mg,Tablet,60,106
lopressorhct,100 mg/25 mg,Tablet,90,159
lopressorhct,100 mg/50 mg,Tablet,30,44
lopressorhct,100 mg/50 mg,Tablet,45,66
lopressorhct,100 mg/50 mg,Tablet,60,88
lopressorhct,100 mg/50 mg,Tablet,90,132
lopressor,25 mg,Tablet,30,4
lopressor,25 mg,Tablet,60,7
lopressor,25 mg,Tablet,90,9
lopressor,25 mg,Tablet,180,17
lopressor,50 mg,Tablet,30,4
lopressor,50 mg,Tablet,60,7
lopressor,50 mg,Tablet,90,9
lopressor,50 mg,Tablet,180,17
lopressor,100 mg,Tablet,30,4
lopressor,100 mg,Tablet,60,7
lopressor,100 mg,Tablet,90,9
lopressor,100 mg,Tablet,120,11
lopressor,100 mg,Tablet,180,15
lopid,600 mg,Tablet,30,5
lopid,600 mg,Tablet,60,9
lopid,600 mg,Tablet,90,13
lopid,600 mg,Tablet,180,25
loniten,2.5 mg,Tablet,30,5
loniten,2.5 mg,Tablet,60,10
loniten,2.5 mg,Tablet,90,14
loniten,2.5 mg,Tablet,120,19
loniten,2.5 mg,Tablet,180,28
loniten,10 mg,Tablet,30,8
loniten,10 mg,Tablet,60,15
loniten,10 mg,Tablet,90,22
loniten,10 mg,Tablet,120,30
loniten,10 mg,Tablet,180,44
lodosyn,25 mg,Tablet,60,282
lodosyn,25 mg,Tablet,90,423
lodosyn,25 mg,Tablet,120,563
lodosyn,25 mg,Tablet,150,704
lodosyn,25 mg,Tablet,180,845
lodosyn,25 mg,Tablet,360,1689
lodinexl,400 mg,Tablet Er,30,62
lodinexl,400 mg,Tablet Er,60,124
lodinexl,400 mg,Tablet Er,90,186
lodinexl,400 mg,Tablet Er,180,372
lodinexl,500 mg,Tablet Er,30,59
lodinexl,500 mg,Tablet Er,60,118
lodinexl,500 mg,Tablet Er,90,177
lodinexl,500 mg,Tablet Er,180,353
lodinexl,600 mg,Tablet Er,30,73
lodinexl,600 mg,Tablet Er,60,146
lodinexl,600 mg,Tablet Er,90,219
lodinexl,600 mg,Tablet Er,180,437
lodine,200 mg,Capsule,30,27
lodine,200 mg,Capsule,60,54
lodine,200 mg,Capsule,90,80
lodine,200 mg,Capsule,180,160
lodine,300 mg,Capsule,30,38
lodine,300 mg,Capsule,60,75
lodine,300 mg,Capsule,90,113
lodine,300 mg,Capsule,180,225
lodine,400 mg,Tablet,30,16
lodine,400 mg,Tablet,60,31
lodine,400 mg,Tablet,90,46
lodine,400 mg,Tablet,180,91
lodine,500 mg,Tablet,30,17
lodine,500 mg,Tablet,60,33
lodine,500 mg,Tablet,90,49
lodine,500 mg,Tablet,180,97
lithobid,300 mg,Tablet Er,30,6
lithobid,300 mg,Tablet Er,60,11
lithobid,300 mg,Tablet Er,90,16
lithobid,300 mg,Tablet Er,120,21
lithobid,300 mg,Tablet Er,180,32
lithobid,450 mg,Tablet Er,30,11
lithobid,450 mg,Tablet Er,60,22
lithobid,450 mg,Tablet Er,90,33
lithobid,450 mg,Tablet Er,120,43
lithobid,450 mg,Tablet Er,180,65
lipitor,10 mg,Tablet,30,5
lipitor,10 mg,Tablet,45,6
lipitor,10 mg,Tablet,60,8
lipitor,10 mg,Tablet,90,9
lipitor,20 mg,Tablet,30,5
lipitor,20 mg,Tablet,45,7
lipitor,20 mg,Tablet,60,8
lipitor,20 mg,Tablet,90,9
lipitor,40 mg,Tablet,30,5
lipitor,40 mg,Tablet,45,6
lipitor,40 mg,Tablet,60,8
lipitor,40 mg,Tablet,90,12
lipitor,80 mg,Tablet,30,5
lipitor,80 mg,Tablet,45,7
lipitor,80 mg,Tablet,60,9
lipitor,80 mg,Tablet,90,13
lidoderm,5%/30 patches,Patch,1,65
lidoderm,5%/30 patches,Patch,3,195
levsin,0.125 mg,Tablet,30,6
levsin,0.125 mg,Tablet,60,12
levsin,0.125 mg,Tablet,90,17
levsin,0.125 mg,Tablet,120,23
levsin,0.125 mg,Tablet Odt,30,9
levsin,0.125 mg,Tablet Odt,60,17
levsin,0.125 mg,Tablet Odt,90,26
levsin,0.125 mg,Tablet Odt,120,34
levsin,0.125 mg,Tablet Odt,180,51
levbidsymaxsrhyomaxsr,0.375 mg,Tablet Er,30,17
levbidsymaxsrhyomaxsr,0.375 mg,Tablet Er,40,22
levbidsymaxsrhyomaxsr,0.375 mg,Tablet Er,60,33
levbidsymaxsrhyomaxsr,0.375 mg,Tablet Er,90,49
levbidsymaxsrhyomaxsr,0.375 mg,Tablet Er,180,98
levaquin,250 mg,Tablet,10,4
levaquin,250 mg,Tablet,20,8
levaquin,250 mg,Tablet,50,20
levaquin,500 mg,Tablet,10,4
levaquin,500 mg,Tablet,20,8
levaquin,500 mg,Tablet,50,12
levaquin,750 mg,Tablet,10,7
levaquin,750 mg,Tablet,20,13
levaquin,750 mg,Tablet,50,33
levaquin,500 mg,Tablet,5,2
lescolxl,80 mg,Tablet Er,30,180
lescolxl,80 mg,Tablet Er,45,269
lescolxl,80 mg,Tablet Er,90,538
lescol,20 mg,Capsule,30,127
lescol,20 mg,Capsule,60,253
lescol,20 mg,Capsule,90,379
lescol,20 mg,Capsule,180,757
lescol,40 mg,Capsule,30,114
lescol,40 mg,Capsule,60,228
lescol,40 mg,Capsule,90,341
lescol,40 mg,Capsule,180,682
lasix,20 mg,Tablet,30,4
lasix,20 mg,Tablet,60,7
lasix,20 mg,Tablet,90,9
lasix,20 mg,Tablet,180,17
lasix,40 mg,Tablet,30,4
lasix,40 mg,Tablet,60,7
lasix,40 mg,Tablet,90,9
lasix,40 mg,Tablet,180,17
lasix,80 mg,Tablet,30,4
lasix,80 mg,Tablet,60,7
lasix,80 mg,Tablet,90,9
lasix,80 mg,Tablet,180,17
lariam,250 mg,Tablet,25,170
lanoxin,125 mcg,Tablet,30,11
lanoxin,125 mcg,Tablet,45,16
lanoxin,125 mcg,Tablet,60,22
lanoxin,125 mcg,Tablet,90,32
lanoxin,250 mcg,Tablet,30,15
lanoxin,250 mcg,Tablet,45,23
lanoxin,250 mcg,Tablet,60,30
lanoxin,250 mcg,Tablet,90,45
lamisil,250 mg,Tablet,30,5
lamisil,250 mg,Tablet,42,7
lamisil,250 mg,Tablet,84,13
lamisil,250 mg,Tablet,90,14
lamictalxr,25 mg,Tablet Er,30,144
lamictalxr,25 mg,Tablet Er,60,287
lamictalxr,25 mg,Tablet Er,90,430
lamictalxr,25 mg,Tablet Er,120,573
lamictalxr,50 mg,Tablet Er,30,155
lamictalxr,50 mg,Tablet Er,60,309
lamictalxr,50 mg,Tablet Er,90,463
lamictalxr,50 mg,Tablet Er,120,617
lamictalxr,100 mg,Tablet Er,30,135
lamictalxr,100 mg,Tablet Er,60,269
lamictalxr,100 mg,Tablet Er,90,404
lamictalxr,200 mg,Tablet Er,30,134
lamictalxr,200 mg,Tablet Er,60,268
lamictalxr,200 mg,Tablet Er,90,401
lamictalxr,200 mg,Tablet Er,120,535
lamictalxr,200 mg,Tablet Er,180,802
lamictalxr,250 mg,Tablet Er,30,329
lamictalxr,250 mg,Tablet Er,60,658
lamictalxr,250 mg,Tablet Er,90,986
lamictalxr,250 mg,Tablet Er,120,1315
lamictalxr,250 mg,Tablet Er,180,1972
lamictalxr,300 mg,Tablet Er,30,321
lamictalxr,300 mg,Tablet Er,60,641
lamictalxr,300 mg,Tablet Er,90,961
lamictal,25 mg,Tablet,30,4
lamictal,25 mg,Tablet,60,7
lamictal,25 mg,Tablet,90,9
lamictal,25 mg,Tablet,120,11
lamictal,100 mg,Tablet,30,3
lamictal,100 mg,Tablet,60,8
lamictal,100 mg,Tablet,90,10
lamictal,100 mg,Tablet,120,12
lamictal,100 mg,Tablet,180,17
lamictal,150 mg,Tablet,30,4
lamictal,150 mg,Tablet,60,7
lamictal,150 mg,Tablet,90,9
lamictal,150 mg,Tablet,120,11
lamictal,150 mg,Tablet,180,15
lamictal,200 mg,Tablet,30,4
lamictal,200 mg,Tablet,60,7
lamictal,200 mg,Tablet,90,9
lamictal,200 mg,Tablet,120,11
lamictal,200 mg,Tablet,180,15
lamictal,5 mg,Tablet Chewable,30,4
lamictal,5 mg,Tablet Chewable,60,7
lamictal,5 mg,Tablet Chewable,90,9
lamictal,5 mg,Tablet Chewable,120,11
lamictal,5 mg,Tablet Chewable,240,22
lamictal,5 mg,Tablet Chewable,300,27
lamictal,25 mg,Tablet Chewable,30,4
lamictal,25 mg,Tablet Chewable,60,7
