default_quantity,dosage,drug_id,form_name,slug
30.0,2.5mcg,39396,capsule,hectorol
30.0,1mcg,39395,capsule,hectorol
30.0,24-hour,27133,tablet,allegra
60.0,12-hour,8586,tablet,allegra
1,1-pouch-of-28-tablets-of-1mg-20mcg,42856,package,junel-fe-24
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,43851,package,junel-fe-24
1.0,28-tablets-of-1mg-20mcg,41935,package,junel-fe-24
1.0,28-tablets-of-1mg-20mcg,40719,package,junel-fe-24
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,44283,package,junel-fe-24
1.0,28-tablets-of-1mg-20mcg,41024,package,junel-fe-24
1.0,28-tablets-of-1mg-20mcg,41023,package,junel-fe-24
3.0,28-tablets-of-1mg-20mcg,39406,package,junel-fe-24
3.0,28-tablets-of-1mg-20mcg,42017,package,junel-fe-24
3.0,28-tablets-of-1mg-20mcg,43890,package,junel-fe-24
30.0,2.5mg,12567,tablet,norvasc
30.0,5mg,14,tablet,norvasc
30.0,10mg,12568,tablet,norvasc
90.0,20mg,193,tablet,zestril
30.0,2.5mg,190,tablet,zestril
90.0,10mg,192,tablet,zestril
90.0,5mg,191,tablet,zestril
90.0,40mg,706,tablet,zestril
90.0,30mg,705,tablet,zestril
1.0,91-tablets,42696,package,fayosim
1.0,118ml-of-12.5mg-5ml,42471,bottle-of-oral-solution,q-dryl
1.0,100ml-of-200mg-5ml,42803,bottle-of-oral-suspension,eryped
1.0,200ml-of-200mg-5ml,42804,bottle-of-oral-suspension,eryped
1.0,5ml-of-0.5%25,41029,eye-dropper,apraclonidine
1.0,10ml-of-0.5%25,41030,eye-dropper,apraclonidine
1.0,30g-of-1%25-1%25,34766,tube-of-cream,analpram-e
1.0,30-4g-tubes-of-2.5%25-1%25,41076,carton,analpram-e
1.0,12-4g-tubes-of-2.5%25-1%25,41277,carton,analpram-e
1.0,57g-of-2.5%25-1%25,41344,tube-of-cream,analpram-e
1.0,30g-of-2.5%25-1%25,34767,tube-of-cream,analpram-e
4.0,1mg,42809,patch,transderm-scop
60.0,200mg,7109,tablet,budeprion-sr
30.0,100mg,7292,tablet,budeprion-sr
60.0,150mg,27129,tablet,budeprion-sr
30.0,45mg,36521,tablet,actos
30.0,15mg,36519,tablet,actos
30.0,30mg,36520,tablet,actos
12.0,1.25mg-of-50000iu,37549,capsule,drisdol
12.0,1.25mg-of-50000iu,30259,capsule,drisdol
100.0,200mg,37924,capsule,ibuprofen-non-prescription
100.0,200mg,6769,tablet,ibuprofen-non-prescription
30.0,400mg,43423,tablet,ibuprofen-non-prescription
60.0,5mg-200mg,33811,tablet,xylon
90.0,7.5mg-200mg,6911,tablet,xylon
30,10mg-200mg,40535,tablet,xylon
120.0,10mg-200mg,37298,tablet,xylon
1.0,28-tablets,32811,package,estrostep-fe
1.0,28-tablets,32760,package,estrostep-fe
1.0,4-patches-of-5mcg,42821,carton,butrans
1.0,4-patches-of-20mcg,42825,carton,butrans
1.0,4-patches-of-7.5mcg,42822,carton,butrans
1.0,4-patches-of-15mcg,42824,carton,butrans
1.0,4-patches-of-10mcg,42823,carton,butrans
30.0,22.5mg,6937,capsule,restoril
30.0,15mg,5507,capsule,restoril
30.0,7.5mg,6613,capsule,restoril
30.0,30mg,6938,capsule,restoril
30.0,650mg,37336,tablet,lysteda
60.0,100mg,703,tablet,labetalol
60.0,300mg,28374,tablet,labetalol
60.0,200mg,704,tablet,labetalol
90.0,240mg,742,tablet,calan-sr
90.0,120mg,5629,tablet,calan-sr
90.0,180mg,741,tablet,calan-sr
60.0,10mg,31393,capsule,dexedrine-spansule
30.0,15mg,31394,capsule,dexedrine-spansule
30.0,5mg,31392,capsule,dexedrine-spansule
1.0,80g-of-0.025%25,35052,tube-of-cream,kenalog
1.0,80g-of-0.1%25,35057,tube-of-cream,kenalog
1.0,15g-of-0.025%25,35061,tube-of-ointment,kenalog
2.0,15g-of-0.1%25,35070,tube-of-ointment,kenalog
1.0,15g-of-0.5%25,35067,tube-of-ointment,kenalog
1.0,30g-of-0.1%25,35055,tube-of-cream,kenalog
1.0,15g-of-0.5%25,35059,tube-of-cream,kenalog
1.0,15g-of-0.1%25,35054,tube-of-cream,kenalog
1.0,15g-of-0.025%25,35051,tube-of-cream,kenalog
1.0,80g-of-0.025%25,35062,tube-of-ointment,kenalog
1.0,80g-of-0.1%25,35069,tube-of-ointment,kenalog
1.0,5g-of-0.1%25,35747,tube-of-paste,kenalog
1.0,100g-of-0.147mg-g,40911,bottle-of-spray,kenalog
1.0,63g-of-0.147mg-g,40912,bottle-of-spray,kenalog
30.0,15mg,33618,orally-disintegrating-tab,zyprexa-zydis
30.0,20mg,33619,orally-disintegrating-tab,zyprexa-zydis
30.0,5mg,33616,orally-disintegrating-tab,zyprexa-zydis
30.0,10mg,33617,orally-disintegrating-tab,zyprexa-zydis
60.0,10mg,42740,capsule,dibenzyline
160.0,10mg-ml,33775,oral-concentrate,dolophine
300.0,10mg-5ml,7221,oral-solution,dolophine
120.0,5mg-5ml,7170,oral-solution,dolophine
90.0,10mg,8823,tablet,dolophine
45,40mg,33776,tablet,dolophine
90.0,5mg,8021,tablet,dolophine
2.0,30ml-of-10mg-ml,36692,dropper,dolophine
90.0,400mg,22848,tablet,meprobamate
180.0,200mg,22847,tablet,meprobamate
1,50ml-of-100mg-5ml,36610,bottle-of-oral-suspension,vantin
1.0,100ml-of-50mg-5ml,36612,bottle-of-oral-suspension,vantin
1.0,100ml-of-100mg-5ml,36609,bottle-of-oral-suspension,vantin
14.0,200mg,4171,tablet,vantin
14.0,100mg,29850,tablet,vantin
1,50ml-of-50mg-5ml,36613,bottle-of-oral-suspension,vantin
100.0,375mg,40932,tablet,naprelan
60.0,500mg,40933,tablet,naprelan
40.0,250mg,12748,capsule,dicloxacillin
40.0,500mg,29891,capsule,dicloxacillin
60.0,300mg,30012,tablet,eskalith-cr
60.0,450mg,30013,tablet,eskalith-cr
60.0,12-hour,36880,tablet,loratadine-pseudoephedrine
30.0,24-hour,36836,tablet,loratadine-pseudoephedrine
120.0,15mg,30133,tablet,nardil
30.0,0.625mg-1.25mg,12929,tablet,estratest
30.0,1.25mg-2.5mg,12928,tablet,estratest
1.0,91-tablets,33604,package,seasonique
1.0,91-tablets,40805,package,seasonique
1.0,91-tablets,29778,package,seasonique
1.0,91-tablets,42735,package,seasonique
1.0,91-tablets,37834,package,seasonique
30.0,200mg-38mg,37937,tablet,ibuprofen-pm
1.0,2ml-of-2%25,35483,eye-dropper,pentolair
1.0,5ml-of-2%25,35481,eye-dropper,pentolair
1.0,15ml-of-1%25,35464,eye-dropper,pentolair
1.0,2ml-of-1%25,35465,eye-dropper,pentolair
1.0,15ml-of-2%25,35482,eye-dropper,pentolair
30.0,75mg,31414,tablet,diethylpropion
90.0,25mg,4434,tablet,diethylpropion
1.0,28-tablets,32760,package,tilia-fe
6.0,40mg,42909,tablet,relpax
6.0,20mg,42908,tablet,relpax
1.0,15ml-of-1%25,35464,eye-dropper,cyclopentolate
1.0,2ml-of-2%25,35483,eye-dropper,cyclopentolate
1.0,5ml-of-2%25,35481,eye-dropper,cyclopentolate
1.0,15ml-of-0.5%25,41982,eye-dropper,cyclopentolate
1.0,15ml-of-2%25,35482,eye-dropper,cyclopentolate
1.0,2ml-of-1%25,35465,eye-dropper,cyclopentolate
30.0,40mg,34341,capsule,lescol
30.0,20mg,34340,capsule,lescol
1.0,2.5ml-of-0.2%25,42806,eye-dropper,pataday
30.0,250mg,27992,capsule,eryc
120.0,120g-of-25%25,43929,tube-of-cream,methyl-salicylate
1,50ml-of-50mg-5ml,36613,bottle-of-oral-suspension,banan
14.0,100mg,29850,tablet,banan
14.0,200mg,4171,tablet,banan
1.0,100ml-of-100mg-5ml,36609,bottle-of-oral-suspension,banan
1.0,100ml-of-50mg-5ml,36612,bottle-of-oral-suspension,banan
1,50ml-of-100mg-5ml,36610,bottle-of-oral-suspension,banan
1.0,28-tablets,41948,package,trinessa-lo
1.0,28-tablets,40413,package,trinessa-lo
1.0,28-tablets,27162,package,trinessa-lo
1.0,28-tablets,42606,package,trinessa-lo
1.0,28-tablets,41934,package,trinessa-lo
1.0,28-tablets,37631,package,tri-mili
1.0,28-tablets,42298,package,tri-mili
1.0,28-tablets,1467,package,tri-mili
1.0,28-tablets,1465,package,tri-mili
1.0,28-tablets,33742,package,tri-mili
1.0,28-tablets,37632,package,tri-mili
1.0,28-tablets,43378,package,tri-mili
30.0,80mg-25mg,39377,tablet,micardis-hct
30.0,40mg-12.5mg,39376,tablet,micardis-hct
30.0,80mg-12.5mg,39378,tablet,micardis-hct
30.0,100mg,34114,tablet,modafinil
30.0,200mg,34115,tablet,modafinil
1.0,1ml-of-30mg-ml,44407,syringe,ketorolac
1.0,5ml-of-0.5%25,35529,eye-dropper,ketorolac
1.0,5ml-of-0.4%25,35527,eye-dropper,ketorolac
5.0,2ml-of-60mg-2ml,8770,vial,ketorolac
1.0,10ml-of-0.5%25,35531,eye-dropper,ketorolac
1.0,3ml-of-0.5%25,35530,eye-dropper,ketorolac
48.0,2ml-of-60mg-2ml,44408,syringe,ketorolac
20.0,10mg,655,tablet,ketorolac
20.0,1ml-of-15mg-ml,39833,vial,ketorolac
10.0,1ml-of-30mg-ml,39834,vial,ketorolac
60.0,120mg,32650,tablet,betapace-af
60.0,160mg,32651,tablet,betapace-af
60.0,80mg,730,tablet,betapace-af
60.0,2.5mg,25892,capsule,dynacirc
60.0,5mg,4815,capsule,dynacirc
1.0,15g-of-0.25%25,34562,tube-of-cream,desoximetasone
1.0,15g-of-0.05%25,34556,tube-of-cream,desoximetasone
1.0,100g-of-0.25%25,34560,tube-of-cream,desoximetasone
1.0,100g-of-0.05%25,34555,tube-of-cream,desoximetasone
1.0,60g-of-0.05%25,34554,tube-of-cream,desoximetasone
1.0,60g-of-0.25%25,34558,tube-of-cream,desoximetasone
1.0,15g-of-0.05%25,34606,tube-of-gel,desoximetasone
1.0,60g-of-0.05%25,34607,tube-of-gel,desoximetasone
1.0,100g-of-0.05%25,41088,tube-of-ointment,desoximetasone
1.0,100g-of-0.25%25,34568,tube-of-ointment,desoximetasone
1.0,15g-of-0.25%25,34569,tube-of-ointment,desoximetasone
1.0,100ml-of-0.25%25,43311,bottle-of-spray,desoximetasone
1.0,60g-of-0.25%25,34567,tube-of-ointment,desoximetasone
1.0,60g-of-0.05%25,41087,tube-of-ointment,desoximetasone
30.0,6mg-2mg-600mg,41171,tablet,metafolbic-plus
1.0,5ml-of-0.15%25,35442,eye-dropper,brimonidine
1.0,15ml-of-0.2%25,35440,eye-dropper,brimonidine
1.0,15ml-of-0.15%25,35443,eye-dropper,brimonidine
1.0,10ml-of-0.2%25,35441,eye-dropper,brimonidine
1.0,10ml-of-0.15%25,35444,eye-dropper,brimonidine
1.0,5ml-of-0.2%25,35439,eye-dropper,brimonidine
60.0,5mg,8052,tablet,methylin
60.0,20mg,7276,tablet,methylin
60.0,10mg,8056,tablet,methylin
300.0,5mg-5ml,8067,oral-solution,methylin
300.0,10mg-5ml,33793,oral-solution,methylin
30.0,5mg,40856,chewable-tablet,methylin
60.0,2.5mg,40855,chewable-tablet,methylin
30.0,10mg,40857,chewable-tablet,methylin
60.0,0.125mg,41042,tablet,oscimin-sr
1.0,45g-of-0.05%25,41384,tube-of-gel,atralin
90.0,40mg,706,tablet,prinivil
90.0,10mg,192,tablet,prinivil
30.0,2.5mg,190,tablet,prinivil
90.0,20mg,193,tablet,prinivil
90.0,30mg,705,tablet,prinivil
90.0,5mg,191,tablet,prinivil
30.0,250mg,29893,tablet,antabuse
30.0,500mg,33425,tablet,antabuse
1.0,45g-of-1%25,44366,tube-of-cream,soolantra
1.0,45g-of-0.1%25,34959,tube-of-cream,tretinoin
1.0,15g-of-0.01%25,34970,tube-of-gel,tretinoin
1.0,15g-of-0.025%25,34972,tube-of-gel,tretinoin
1.0,45g-of-0.01%25,34969,tube-of-gel,tretinoin
1.0,45g-of-0.025%25,34971,tube-of-gel,tretinoin
1.0,45g-of-0.05%25,41384,tube-of-gel,tretinoin
126.0,10mg,8016,capsule,tretinoin
1.0,20g-of-0.025%25,34962,tube-of-cream,tretinoin
1.0,20g-of-0.05%25,34966,tube-of-cream,tretinoin
1.0,20g-of-0.1%25,34960,tube-of-cream,tretinoin
1.0,45g-of-0.025%25,34961,tube-of-cream,tretinoin
1.0,45g-of-0.05%25,34965,tube-of-cream,tretinoin
30.0,5mg,3883,tablet,fosamax
30.0,40mg,30819,tablet,fosamax
30.0,10mg,3881,tablet,fosamax
3.0,4-tablets-of-70mg,35823,dose-pack,fosamax
3.0,4-tablets-of-35mg,35822,dose-pack,fosamax
1.0,4-bottles-of-75ml-of-70mg-75ml,44234,carton,fosamax
9.0,85mg-500mg,43214,tablet,treximet
60.0,10mg,8573,tablet,accolate
60.0,20mg,8572,tablet,accolate
60.0,1600mcg,31611,lozenge,actiq
30.0,200mcg,33799,lozenge,actiq
90.0,400mcg,31609,lozenge,actiq
30.0,600mcg,33798,lozenge,actiq
90.0,800mcg,33474,lozenge,actiq
30.0,1200mcg,31610,lozenge,actiq
30.0,10mg-10mg,33671,tablet,caduet
30.0,5mg-80mg,33806,tablet,caduet
30.0,5mg-40mg,33805,tablet,caduet
30.0,5mg-20mg,33804,tablet,caduet
30.0,5mg-10mg,33669,tablet,caduet
30.0,2.5mg-40mg,33822,tablet,caduet
90.0,2.5mg-20mg,33821,tablet,caduet
6.0,2.5mg-10mg,33670,tablet,caduet
90.0,10mg-80mg,33809,tablet,caduet
30.0,10mg-40mg,33808,tablet,caduet
30.0,10mg-20mg,33807,tablet,caduet
1.0,2-delivery-systems-of-2.5mg,7615,package,diastat-acudial
1.0,2-delivery-systems-of-10mg,7614,package,diastat-acudial
1.0,2-delivery-systems-of-20mg,7616,package,diastat-acudial
30.0,150mg,33621,tablet,epivir
1.0,240ml-of-10mg-ml,40650,bottle-of-oral-solution,epivir
30.0,300mg,36156,tablet,epivir
30.0,100mg-25mg,30941,tablet,atenolol-chlorthalidone
30.0,50mg-25mg,13424,tablet,atenolol-chlorthalidone
1.0,5ml,37664,vial,sterile-water
1.0,10ml,37659,vial,sterile-water
1.0,20ml,37661,vial,sterile-water
30,356.4mg-30mg-16mg,40322,capsule,synalgos-dc
4.0,2ml-of-5mg-ml,33803,vial,metoclopramide
10.0,5mg,40372,orally-disintegrating-tab,metoclopramide
60.0,10mg,42438,orally-disintegrating-tab,metoclopramide
60.0,5mg-5ml,29723,oral-solution,metoclopramide
90.0,5mg,777,tablet,metoclopramide
30.0,10mg,116,tablet,metoclopramide
30.0,20mg,323,tablet,nolvadex
30.0,10mg,873,tablet,nolvadex
30.0,1mg,40669,tablet,guanfacine-er
30.0,4mg,40672,tablet,guanfacine-er
30.0,3mg,40671,tablet,guanfacine-er
30.0,2mg,40670,tablet,guanfacine-er
30.0,2mg,233,tablet,cogentin
1,2ml-of-2mg-2ml,38631,vial,cogentin
3.0,2ml-of-2mg-2ml,38630,ampule,cogentin
60.0,0.5mg,796,tablet,cogentin
60.0,1mg,797,tablet,cogentin
60.0,200mg,7541,tablet,tegretol
60.0,100mg,799,chewable-tablet,tegretol
450.0,100mg-5ml,6935,oral-suspension,tegretol
60.0,200mg,236,tablet,tegretol
100.0,0.6mg,30098,sublingual,nitrostat
100.0,0.3mg,30095,sublingual,nitrostat
25.0,0.4mg,30096,sublingual,nitrostat
4.0,25mg,22603,tablet,leucovorin
30.0,15mg,29998,tablet,leucovorin
4.0,10mg,29997,tablet,leucovorin
1,5ml-of-50mg,33904,vial,leucovorin
1,50ml-of-10mg-ml,43874,vial,leucovorin
1,20ml-of-200mg,33544,vial,leucovorin
1,17.5ml-of-350mg,33903,vial,leucovorin
1,10ml-of-100mg,33902,vial,leucovorin
12.0,5mg,29999,tablet,leucovorin
40.0,250mg,12700,chewable-tablet,amoxil
60.0,125mg,1098,chewable-tablet,amoxil
30.0,500mg,7911,capsule,amoxil
30.0,250mg,9020,capsule,amoxil
1.0,80ml-of-250mg-5ml,36551,bottle-of-oral-suspension,amoxil
1.0,80ml-of-125mg-5ml,36559,bottle-of-oral-suspension,amoxil
2.0,75ml-of-400mg-5ml,36557,bottle-of-oral-suspension,amoxil
2.0,75ml-of-200mg-5ml,36544,bottle-of-oral-suspension,amoxil
3.0,50ml-of-400mg-5ml,36555,bottle-of-oral-suspension,amoxil
1.0,50ml-of-200mg-5ml,36545,bottle-of-oral-suspension,amoxil
1.0,150ml-of-250mg-5ml,36548,bottle-of-oral-suspension,amoxil
1.0,150ml-of-125mg-5ml,36560,bottle-of-oral-suspension,amoxil
2.0,100ml-of-400mg-5ml,36556,bottle-of-oral-suspension,amoxil
2.0,100ml-of-250mg-5ml,36550,bottle-of-oral-suspension,amoxil
1.0,100ml-of-200mg-5ml,36543,bottle-of-oral-suspension,amoxil
1.0,100ml-of-125mg-5ml,36558,bottle-of-oral-suspension,amoxil
20.0,875mg,12523,tablet,amoxil
21.0,500mg,30864,tablet,amoxil
60.0,250mg,657,tablet,naprosyn
200.0,125mg-5ml,6828,oral-suspension,naprosyn
60.0,500mg,71,tablet,naprosyn
60.0,375mg,70,tablet,naprosyn
180.0,125mg,22149,capsule,flutamide
1.0,5ml-of-0.4%25,35527,eye-dropper,acular-ls
1.0,30g-of-0.1%25,34439,tube-of-cream,cyclocort
1.0,60g-of-0.1%25,34438,tube-of-cream,cyclocort
1.0,60g-of-0.1%25,35149,tube-of-ointment,cyclocort
1.0,60ml-of-0.1%25,40909,bottle-of-lotion,cyclocort
1.0,15g-of-0.1%25,34440,tube-of-cream,cyclocort
90.0,10mg-6.25mg,12457,tablet,bisoprolol-hctz
90.0,5mg-6.25mg,21187,tablet,bisoprolol-hctz
90.0,2.5mg-6.25mg,12455,tablet,bisoprolol-hctz
90.0,2.5mg,28037,tablet,felodipine-er
90.0,10mg,28036,tablet,felodipine-er
90.0,5mg,28038,tablet,felodipine-er
90.0,5mg-2.5mg,8655,capsule,chlordiazepoxide-clidinium
1,20ml-of-20mg-20ml,43061,vial,clolar
30.0,50mg-325mg-40mg-30mg,33605,capsule,ascomp-with-codeine
60.0,50mg-325mg-40mg-30mg,3983,capsule,ascomp-with-codeine
30.0,10mg,1027,tablet,warfarin
30.0,1mg,1019,tablet,warfarin
90.0,2.5mg,1021,tablet,warfarin
30.0,2mg,1020,tablet,warfarin
30.0,3mg,1022,tablet,warfarin
30.0,4mg,1023,tablet,warfarin
30.0,5mg,1024,tablet,warfarin
30.0,6mg,1025,tablet,warfarin
30.0,7.5mg,1026,tablet,warfarin
30.0,10mg,1521,tablet,warfarin
30.0,1mg,1519,tablet,warfarin
90.0,2.5mg,1523,tablet,warfarin
90.0,2mg,1648,tablet,warfarin
30.0,3mg,1524,tablet,warfarin
90.0,4mg,1525,tablet,warfarin
30.0,5mg,1527,tablet,warfarin
30.0,6mg,1659,tablet,warfarin
30.0,7.5mg,1660,tablet,warfarin
60.0,100mg,8448,tablet,ms-contin
60.0,15mg,30070,tablet,ms-contin
60.0,200mg,7496,tablet,ms-contin
60.0,30mg,32117,tablet,ms-contin
60.0,60mg,8154,tablet,ms-contin
1.0,2-auto-injectors-of-0.15mg,35757,package,epipen
1.0,2-auto-injectors-of-0.3mg,35758,package,epipen
30.0,4mg,755,tablet,periactin
30.0,300mg,33613,tablet,ryzolt
30.0,200mg,30219,tablet,ryzolt
30.0,100mg,30218,tablet,ryzolt
30.0,300mg,41818,capsule,ryzolt
30.0,200mg,41817,capsule,ryzolt
30,150mg,41819,capsule,ryzolt
30.0,100mg,41816,capsule,ryzolt
30.0,50mg,44223,capsule,triamterene
30.0,100mg,44224,capsule,triamterene
1.0,120g-of-0.005%25,36505,tube-of-cream,calcipotriene
1.0,60g-of-0.005%25,36504,tube-of-cream,calcipotriene
1.0,120g-of-0.005%25,36506,tube-of-ointment,calcipotriene
1.0,60g-of-0.005%25,35188,tube-of-ointment,calcipotriene
1.0,60ml-of-0.005%25,35189,bottle-of-topical-solution,calcipotriene
90.0,2.5mg,7993,capsule,altace
90.0,10mg,7995,capsule,altace
30.0,1.25mg,7994,capsule,altace
90.0,5mg,1602,capsule,altace
1.0,28-tablets-of-0.5mg-2.5mcg,42020,package,jevantique-lo
180.0,0.5mg-2.5mcg,42021,tablet,jevantique-lo
30.0,3mg,5400,tablet,requip
30.0,4mg,5401,tablet,requip
30.0,5mg,5402,tablet,requip
30.0,0.25mg,5366,tablet,requip
30.0,0.5mg,5398,tablet,requip
30.0,1mg,7488,tablet,requip
30.0,2mg,5399,tablet,requip
946.0,100mg-5ml,41268,liquid,iophen-nr
1.0,142g-of-10%25,36030,bottle-of-wash,benzoyl-peroxide
1.0,340.2g-of-6%25,36019,bottle-of-cleanser,benzoyl-peroxide
1.0,29.5ml-of-5%25,42958,tube-of-lotion,benzoyl-peroxide
1.0,90g-of-5%25,36014,tube-of-gel,benzoyl-peroxide
1.0,90g-of-10%25,36016,tube-of-gel,benzoyl-peroxide
1.0,60g-of-5%25,36015,tube-of-gel,benzoyl-peroxide
1.0,60g-of-2.5%25,36013,tube-of-gel,benzoyl-peroxide
1.0,60g-of-10%25,36017,tube-of-gel,benzoyl-peroxide
3.0,42.5g-of-8%25,42052,tube-of-gel,benzoyl-peroxide
1.0,42.5g-of-4%25,42053,tube-of-gel,benzoyl-peroxide
1.0,60g-of-5.3%25,40415,can-of-foam,benzoyl-peroxide
1.0,100g-of-9.8%25,40417,can-of-foam,benzoyl-peroxide
1.0,100g-of-5.3%25,40416,can-of-foam,benzoyl-peroxide
1.0,227g-of-5%25,36028,bottle-of-wash,benzoyl-peroxide
1.0,227g-of-10%25,36031,bottle-of-wash,benzoyl-peroxide
1.0,148g-of-5%25,42376,bottle-of-wash,benzoyl-peroxide
1.0,142g-of-5%25,36032,bottle-of-wash,benzoyl-peroxide
30.0,10mg,36443,tablet,montelukast
30.0,4mg,36442,chewable-tablet,montelukast
30.0,5mg,36441,chewable-tablet,montelukast
1.0,30-packets-of-4mg,36924,package,montelukast
1.0,28-tablets,38242,package,nortrel-1-35
1.0,28-tablets,1418,package,nortrel-1-35
3.0,28-tablets,7188,package,nortrel-1-35
1.0,28-tablets,37684,package,nortrel-1-35
1.0,28-tablets,34336,package,nortrel-1-35
1.0,28-tablets,36445,package,nortrel-1-35
1.0,20g-of-0.05%25,34966,tube-of-cream,retin-a
1.0,20g-of-0.1%25,34960,tube-of-cream,retin-a
1.0,45g-of-0.025%25,34961,tube-of-cream,retin-a
1.0,45g-of-0.05%25,34965,tube-of-cream,retin-a
1.0,45g-of-0.1%25,34959,tube-of-cream,retin-a
1.0,15g-of-0.01%25,34970,tube-of-gel,retin-a
1.0,15g-of-0.025%25,34972,tube-of-gel,retin-a
1.0,45g-of-0.01%25,34969,tube-of-gel,retin-a
1.0,45g-of-0.025%25,34971,tube-of-gel,retin-a
1.0,20g-of-0.025%25,34962,tube-of-cream,retin-a
3.0,3-orally-disintegrating-tablets-of-5mg,37810,dose-pack,zolmitriptan
3.0,3-tablets-of-5mg,37804,dose-pack,zolmitriptan
1.0,6-orally-disintegrating-tablets-of-2.5mg,37811,dose-pack,zolmitriptan
1.0,6-tablets-of-2.5mg,37806,dose-pack,zolmitriptan
60.0,120mg,32650,tablet,betapace
60.0,80mg,728,tablet,betapace
60.0,240mg,5446,tablet,betapace
180.0,160mg,5445,tablet,betapace
60.0,120mg,729,tablet,betapace
60.0,80mg,730,tablet,betapace
60.0,160mg,32651,tablet,betapace
30.0,10mg,41539,capsule,methyltestosterone
1.0,28-tablets-of-0.03mg-0.3mg,6894,package,elinest
1.0,28-tablets-of-0.03mg-0.3mg,30020,package,elinest
1.0,28-tablets-of-0.03mg-0.3mg,37701,package,elinest
30.0,75mg,33920,capsule,mondoxyne-nl
20.0,100mg,36034,capsule,mondoxyne-nl
30.0,500mg,12588,tablet,chlorothiazide
30.0,250mg,33481,tablet,chlorothiazide
30.0,30mg,7089,capsule,prevacid
30.0,15mg,25950,orally-disintegrating-tab,prevacid
30.0,30mg,29995,orally-disintegrating-tab,prevacid
30.0,15mg,7090,capsule,prevacid
1,28.4g-of-1%25,43348,tube-of-cream,ala-cort
1.0,30g-of-2.5%25,43351,tube-of-cream,ala-cort
1,85.2g-of-1%25,43349,tube-of-cream,ala-cort
30.0,400mg,4562,tablet,lodine-xl
30.0,600mg,4565,tablet,lodine-xl
30.0,500mg,4564,tablet,lodine-xl
1.0,60g-of-5%25,34917,tube-of-cream,permethrin
30.0,25mg,42780,capsule,strattera
30.0,40mg,42781,capsule,strattera
30.0,60mg,42782,capsule,strattera
30.0,80mg,42783,capsule,strattera
30.0,18mg,42779,capsule,strattera
30.0,10mg,42778,capsule,strattera
30.0,100mg,42784,capsule,strattera
20.0,250mg,7854,tablet,biaxin
1.0,50ml-of-250mg-5ml,36664,bottle-of-oral-suspension,biaxin
1.0,50ml-of-125mg-5ml,36626,bottle-of-oral-suspension,biaxin
1.0,100ml-of-250mg-5ml,36663,bottle-of-oral-suspension,biaxin
1.0,100ml-of-125mg-5ml,36625,bottle-of-oral-suspension,biaxin
28.0,500mg,7853,tablet,biaxin
1.0,45g-of-1.2%25-5%25,36205,tube-of-gel,neuac
1.0,35g-of-1%25-5%25,42411,gel-pump,neuac
1.0,50g-of-1%25-5%25,42233,gel-pump,neuac
1.0,14-containers-of-0.2%25-otic-solution,40712,carton,cetraxal
60.0,5mg-200mg,33811,tablet,reprexain
120.0,10mg-200mg,37298,tablet,reprexain
30,10mg-200mg,40535,tablet,reprexain
30.0,50mg-325mg,31098,tablet,phrenilin
30.0,1mg,250,tablet,haldol
30.0,10mg,8383,tablet,haldol
60.0,0.5mg,249,tablet,haldol
1.0,15ml-of-2mg-ml,35802,dropper,haldol
1.0,120ml-of-2mg-ml,35801,dropper,haldol
1.0,5ml-of-50mg-ml,33685,vial,haldol
1.0,5ml-of-100mg-ml,8380,vial,haldol
10,1ml-of-5mg-ml,33419,vial,haldol
1.0,1ml-of-50mg-ml,8382,vial,haldol
1.0,1ml-of-100mg-ml,33684,vial,haldol
1.0,10ml-of-5mg-ml,36147,vial,haldol
30.0,5mg,252,tablet,haldol
30.0,2mg,251,tablet,haldol
30.0,20mg,8384,tablet,haldol
30.0,40mg-5mg,23004,tablet,corzide
30.0,80mg-5mg,23005,tablet,corzide
60.0,100mg,7879,capsule,sporanox
120.0,10mg-325mg,6676,tablet,roxicet
20.0,2.5mg-325mg,6672,tablet,roxicet
30.0,5mg-325mg,6680,tablet,roxicet
120.0,7.5mg-325mg,8699,tablet,roxicet
6,5mg-325mg-5ml,40722,oral-solution,roxicet
1.0,28-tablets-of-0.03mg-0.3mg,30020,package,lo-ovral
1.0,28-tablets-of-0.03mg-0.3mg,6894,package,lo-ovral
1.0,28-tablets-of-0.03mg-0.3mg,37701,package,lo-ovral
60.0,9mg,40584,capsule,nitroglycerin-er
180.0,6.5mg,40583,capsule,nitroglycerin-er
60.0,2.5mg,40582,capsule,nitroglycerin-er
30.0,400mg,42599,tablet,seroquel-xr
30.0,300mg,42603,tablet,seroquel-xr
30.0,200mg,42602,tablet,seroquel-xr
30.0,150mg,42601,tablet,seroquel-xr
30.0,50mg,42600,tablet,seroquel-xr
60.0,150mg,21837,capsule,norpace
90.0,100mg,21836,capsule,norpace
60.0,200mg,704,tablet,normodyne
60.0,100mg,703,tablet,normodyne
60.0,300mg,28374,tablet,normodyne
1.0,28-tablets-of-1mg-20mcg,41024,package,aurovela-24-fe
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,44283,package,aurovela-24-fe
1.0,28-tablets-of-1mg-20mcg,41935,package,aurovela-24-fe
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,43851,package,aurovela-24-fe
